geo_id,est_total_households_official,est_avg_household_size,est_total_families_official,est_avg_families_size
0500000US45077,48185,2.46,28804,3.02
0500000US45079,152227,2.53,92710,3.21
0500000US45083,116018,2.64,80444,3.19
0500000US45085,40396,2.56,28662,3.06
0500000US45091,100623,2.69,67642,3.31
0500000US46099,76630,2.43,47106,3.06
0500000US46103,44794,2.41,27749,2.96
0500000US47001,29505,2.55,18778,3.21
0500000US47009,51446,2.51,38384,2.92
0500000US47011,39104,2.65,26252,3.20
0500000US47037,283445,2.37,159825,3.03
0500000US47059,27316,2.45,19095,2.89
0500000US47065,146057,2.41,91666,3.01
0500000US47093,185416,2.45,115889,3.04
0500000US47113,39223,2.39,24957,3.01
0500000US47119,34361,2.71,24730,3.22
0500000US47125,72973,2.77,52385,3.25
0500000US47141,33388,2.27,21230,2.77
0500000US47147,26375,2.66,21004,2.99
0500000US47149,115376,2.77,79776,3.24
0500000US47155,36861,2.62,25822,3.07
0500000US47157,352648,2.61,214219,3.44
0500000US47163,64504,2.40,39586,3.09
0500000US47165,68439,2.71,49307,3.16
0500000US47179,54433,2.27,34181,2.83
0500000US47187,80601,2.87,63944,3.25
0500000US47189,52489,2.65,38241,3.06
0500000US48005,29898,2.81,21615,3.36
0500000US48021,25334,3.34,18858,3.88
0500000US48027,123188,2.79,83783,3.43
0500000US48029,644193,3.04,411518,3.89
0500000US48037,35228,2.51,23551,3.12
0500000US48039,120802,2.96,86582,3.57
0500000US48041,81030,2.61,42273,3.35
0500000US48061,124812,3.37,99070,3.89
0500000US48085,344824,2.90,253044,3.40
0500000US48091,53182,2.77,38383,3.35
0500000US48099,21491,2.76,14496,3.44
0500000US48113,937438,2.78,601367,3.54
0500000US48121,297899,2.85,212406,3.35
0500000US48135,54326,2.95,38983,3.53
0500000US48139,58633,3.03,46089,3.48
0500000US48141,270160,3.06,190227,3.74
0500000US48157,245410,3.19,199146,3.60
0500000US48167,121976,2.71,82957,3.32
0500000US48181,48963,2.69,31837,3.42
0500000US48183,45513,2.63,29512,3.28
0500000US48187,54789,2.96,41568,3.44
0500000US48201,1600357,2.91,1102826,3.55
0500000US48203,22928,2.85,15766,3.51
0500000US48209,75164,2.88,48342,3.46
0500000US48213,30843,2.62,20780,3.19
0500000US48215,237323,3.61,190170,4.15
0500000US48231,34132,2.74,23519,3.37
0500000US48245,90839,2.63,58949,3.32
0500000US48251,59180,2.85,44857,3.26
0500000US48257,39049,3.26,30719,3.65
0500000US48291,27468,2.83,18066,3.66
0500000US48303,115686,2.55,71198,3.15
0500000US48309,92158,2.66,60708,3.17
0500000US48329,57636,2.96,38617,3.69
0500000US48339,202797,2.90,147327,3.43
0500000US48347,23442,2.58,14717,3.13
0500000US48355,129987,2.72,87889,3.32
0500000US48361,30047,2.76,20284,3.41
0500000US48367,46238,2.95,34321,3.49
0500000US48375,45550,2.47,28561,3.17
0500000US48381,49457,2.71,34152,3.34
0500000US48397,34590,2.89,29363,3.17
0500000US48409,22202,2.98,16235,3.53
0500000US48423,77330,2.90,54682,3.53
0500000US48439,722473,2.85,502918,3.43
0500000US48441,49811,2.63,32688,3.22
0500000US48451,43301,2.58,28326,3.18
0500000US48453,486548,2.52,281467,3.18
0500000US48469,31918,2.84,21814,3.52
0500000US48471,22693,2.34,13354,2.86
0500000US48479,75300,3.62,59208,4.20
0500000US48485,46757,2.53,30563,3.10
0500000US48491,185345,3.04,135729,3.52
0500000US48497,22864,2.95,17357,3.42
0500000US49005,39224,3.16,29646,3.59
0500000US49011,104462,3.34,83092,3.79
0500000US49035,381831,2.98,265179,3.56
0500000US49045,20411,3.41,15962,3.87
0500000US49049,171117,3.55,140373,3.86
0500000US49053,59863,2.83,44128,3.28
0500000US49057,85615,2.96,63224,3.42
0500000US50007,66095,2.34,37668,2.93
0500000US51003,41956,2.39,26631,2.90
0500000US51013,109940,2.13,51898,2.90
0500000US51015,29783,2.37,20628,2.82
0500000US51019,31271,2.50,21765,2.89
0500000US51041,126748,2.72,93676,3.18
0500000US51059,396628,2.88,284876,3.37
0500000US51061,25134,2.80,18279,3.22
0500000US51069,31551,2.77,23773,3.16
0500000US51085,39929,2.64,29717,3.10
0500000US51087,129408,2.52,81503,3.20
0500000US51095,29849,2.52,21705,2.93
0500000US51107,133417,3.03,103064,3.43
0500000US51121,34585,2.59,17953,3.02
0500000US51153,143861,3.23,110771,3.65
0500000US51161,38061,2.41,25320,2.96
0500000US51165,31462,2.53,22397,3.00
0500000US51177,45223,2.96,35096,3.35
0500000US51179,48418,3.03,39246,3.33
0500000US51199,24996,2.65,16763,3.32
0500000US51510,71740,2.22,35480,3.01
0500000US51550,86122,2.75,63748,3.18
0500000US51650,54800,2.37,31422,3.02
0500000US51680,28500,2.52,14511,3.45
0500000US51700,71291,2.38,41824,3.11
0500000US51710,89338,2.43,51345,3.14
0500000US51740,34578,2.62,19958,3.41
0500000US51760,91359,2.39,40477,3.36
0500000US51770,41353,2.37,22638,3.17
0500000US51800,34890,2.60,24434,3.15
0500000US51810,172183,2.56,116678,3.07
0500000US53005,71921,2.79,48936,3.35
0500000US53007,31587,2.40,20322,2.99
0500000US53009,33265,2.27,21564,2.75
0500000US53011,178980,2.67,124605,3.13
0500000US53015,43279,2.49,28076,3.02
0500000US53021,27067,3.40,21365,3.71
0500000US53025,30806,3.13,21332,3.84
0500000US53027,27674,2.56,17388,3.21
0500000US53029,34572,2.39,24156,2.81
0500000US53033,897476,2.45,536144,3.05
0500000US53035,105411,2.49,70776,2.94
0500000US53041,30327,2.58,20221,3.11
0500000US53045,25864,2.49,15168,3.17
0500000US53053,328519,2.65,223206,3.18
0500000US53057,48474,2.61,33216,3.07
0500000US53061,300215,2.68,211582,3.11
0500000US53063,206191,2.42,129299,2.98
0500000US53067,110713,2.55,73809,3.02
0500000US53073,87080,2.53,52754,3.01
0500000US53077,83320,2.97,60727,3.46
0500000US54003,45800,2.54,29077,3.13
0500000US54011,38024,2.34,20673,3.15
0500000US54033,26878,2.47,16051,3.17
0500000US54039,78482,2.26,45228,2.94
0500000US54061,40603,2.49,21507,3.14
0500000US54081,31169,2.28,19889,2.82
0500000US54107,36064,2.31,22130,2.93
0500000US55009,104470,2.45,66181,3.04
0500000US55025,226350,2.34,127612,2.95
0500000US55027,35221,2.38,23524,2.85
0500000US55035,40421,2.50,22752,3.14
0500000US55039,41009,2.43,26010,3.01
0500000US55055,33180,2.46,22536,2.97
0500000US55059,62950,2.62,41835,3.14
0500000US55063,47924,2.36,26812,2.96
0500000US55071,35259,2.21,21201,2.75
0500000US55073,56245,2.38,37425,2.88
0500000US55079,384281,2.41,218292,3.18
0500000US55087,74603,2.47,50437,3.00
0500000US55089,36261,2.40,25444,2.89
0500000US55097,29193,2.32,17499,2.88
0500000US55101,76808,2.48,50339,3.04
0500000US55105,64632,2.48,40744,3.01
0500000US55109,34422,2.58,24646,3.02
0500000US55117,46308,2.43,29351,3.09
0500000US55127,40864,2.47,26923,2.94
0500000US55131,55488,2.43,38313,2.95
0500000US55133,158368,2.51,110134,3.03
0500000US55139,71332,2.29,41338,2.92
0500000US55141,32274,2.24,19775,2.78
0500000US56021,39678,2.45,25836,3.07
0500000US56025,32240,2.40,20266,2.97
0500000US72013,30206,2.68,20820,3.29
0500000US72021,64932,2.55,43141,3.19
0500000US72025,47374,2.60,31241,3.15
0500000US72031,61313,2.40,40612,2.95
0500000US72061,27857,2.99,17947,3.88
0500000US72097,30909,2.29,16748,3.02
0500000US72113,53450,2.42,34737,3.03
0500000US72127,147267,2.13,83520,2.81
0500000US72135,21511,3.29,16232,3.97
0500000US72137,26085,2.85,18440,3.41
0500000US72139,23195,2.71,16876,3.17
