id,pop_total,county,state,pop_class
0500000US19059,17703,Dickinson County,Iowa,Micro Area
0500000US19061,99266,Dubuque County,Iowa,Small Metro Area
0500000US19063,9388,Emmet County,Iowa,Rural Area
0500000US19065,19509,Fayette County,Iowa,Micro Area
0500000US19067,15627,Floyd County,Iowa,Micro Area
0500000US19069,10019,Franklin County,Iowa,Micro Area
0500000US19071,6605,Fremont County,Iowa,Rural Area
0500000US19073,8771,Greene County,Iowa,Rural Area
0500000US19075,12329,Grundy County,Iowa,Micro Area
0500000US19077,10623,Guthrie County,Iowa,Micro Area
0500000US19079,15039,Hamilton County,Iowa,Micro Area
0500000US19081,10795,Hancock County,Iowa,Micro Area
0500000US19083,16878,Hardin County,Iowa,Micro Area
0500000US19085,14582,Harrison County,Iowa,Micro Area
0500000US19087,20482,Henry County,Iowa,Micro Area
0500000US19089,9469,Howard County,Iowa,Rural Area
0500000US19091,9597,Humboldt County,Iowa,Rural Area
0500000US19093,7005,Ida County,Iowa,Rural Area
0500000US19095,16662,Iowa County,Iowa,Micro Area
0500000US19097,19485,Jackson County,Iowa,Micro Area
0500000US19099,37813,Jasper County,Iowa,Micro Area
0500000US19101,15663,Jefferson County,Iowa,Micro Area
0500000US19103,152854,Johnson County,Iowa,Small Metro Area
0500000US19105,20646,Jones County,Iowa,Micro Area
0500000US19107,10033,Keokuk County,Iowa,Micro Area
0500000US19109,14828,Kossuth County,Iowa,Micro Area
0500000US19111,33555,Lee County,Iowa,Micro Area
0500000US19113,230299,Linn County,Iowa,Small Metro Area
0500000US19115,10837,Louisa County,Iowa,Micro Area
0500000US19117,8634,Lucas County,Iowa,Rural Area
0500000US19119,11934,Lyon County,Iowa,Micro Area
0500000US19121,16548,Madison County,Iowa,Micro Area
0500000US19123,22190,Mahaska County,Iowa,Micro Area
0500000US19125,33414,Marion County,Iowa,Micro Area
0500000US19127,40105,Marshall County,Iowa,Micro Area
0500000US19129,14484,Mills County,Iowa,Micro Area
0500000US19131,10565,Mitchell County,Iowa,Micro Area
0500000US19133,8751,Monona County,Iowa,Rural Area
0500000US19135,7577,Monroe County,Iowa,Rural Area
0500000US19137,10330,Montgomery County,Iowa,Micro Area
0500000US19139,43235,Muscatine County,Iowa,Micro Area
0500000US19141,14182,O'Brien County,Iowa,Micro Area
0500000US19143,6192,Osceola County,Iowa,Rural Area
0500000US19145,15211,Page County,Iowa,Micro Area
0500000US19147,8996,Palo Alto County,Iowa,Rural Area
0500000US19149,25698,Plymouth County,Iowa,Micro Area
0500000US19151,7078,Pocahontas County,Iowa,Rural Area
0500000US19153,492401,Polk County,Iowa,Medium Metro Area
0500000US19155,93667,Pottawattamie County,Iowa,Small Metro Area
0500000US19157,18662,Poweshiek County,Iowa,Micro Area
0500000US19159,4663,Ringgold County,Iowa,Rural Area
0500000US19161,9814,Sac County,Iowa,Rural Area
0500000US19163,174669,Scott County,Iowa,Small Metro Area
0500000US19165,11746,Shelby County,Iowa,Micro Area
0500000US19167,35872,Sioux County,Iowa,Micro Area
0500000US19169,98537,Story County,Iowa,Small Metro Area
0500000US19171,17135,Tama County,Iowa,Micro Area
0500000US19173,5896,Taylor County,Iowa,Rural Area
0500000US19175,12138,Union County,Iowa,Micro Area
0500000US19177,7203,Van Buren County,Iowa,Rural Area
0500000US19179,35437,Wapello County,Iowa,Micro Area
0500000US19181,52403,Warren County,Iowa,Small Metro Area
0500000US19183,22565,Washington County,Iowa,Micro Area
0500000US19185,6497,Wayne County,Iowa,Rural Area
0500000US19187,36999,Webster County,Iowa,Micro Area
0500000US19189,10679,Winnebago County,Iowa,Micro Area
0500000US19191,20070,Winneshiek County,Iowa,Micro Area
0500000US19193,105941,Woodbury County,Iowa,Small Metro Area
0500000US19195,7443,Worth County,Iowa,Rural Area
0500000US19197,12943,Wright County,Iowa,Micro Area
0500000US20001,12526,Allen County,Kansas,Micro Area
0500000US20003,7836,Anderson County,Kansas,Rural Area
0500000US20005,16348,Atchison County,Kansas,Micro Area
0500000US20007,4228,Barber County,Kansas,Rural Area
0500000US20009,25493,Barton County,Kansas,Micro Area
0500000US20011,14360,Bourbon County,Kansas,Micro Area
0500000US20013,9508,Brown County,Kansas,Rural Area
0500000US20015,67380,Butler County,Kansas,Small Metro Area
0500000US20017,2572,Chase County,Kansas,Rural Area
0500000US20019,3379,Chautauqua County,Kansas,Rural Area
0500000US20021,19362,Cherokee County,Kansas,Micro Area
0500000US20023,2616,Cheyenne County,Kansas,Rural Area
0500000US20025,1991,Clark County,Kansas,Rural Area
0500000US20027,8117,Clay County,Kansas,Rural Area
0500000US20029,9032,Cloud County,Kansas,Rural Area
0500000US20031,8360,Coffey County,Kansas,Rural Area
0500000US20033,1689,Comanche County,Kansas,Rural Area
0500000US20035,34549,Cowley County,Kansas,Micro Area
0500000US20037,38972,Crawford County,Kansas,Micro Area
0500000US20039,2764,Decatur County,Kansas,Rural Area
0500000US20041,18402,Dickinson County,Kansas,Micro Area
0500000US20043,7510,Doniphan County,Kansas,Rural Area
0500000US20045,118785,Douglas County,Kansas,Small Metro Area
0500000US20047,2907,Edwards County,Kansas,Rural Area
0500000US20049,2483,Elk County,Kansas,Rural Area
0500000US20051,28934,Ellis County,Kansas,Micro Area
0500000US20053,6376,Ellsworth County,Kansas,Rural Area
0500000US20055,38470,Finney County,Kansas,Micro Area
0500000US20057,34287,Ford County,Kansas,Micro Area
0500000US20059,25996,Franklin County,Kansas,Micro Area
0500000US20061,36739,Geary County,Kansas,Micro Area
0500000US20063,2718,Gove County,Kansas,Rural Area
0500000US20065,2415,Graham County,Kansas,Rural Area
0500000US20067,7352,Grant County,Kansas,Rural Area
0500000US20069,5653,Gray County,Kansas,Rural Area
0500000US20071,1284,Greeley County,Kansas,Rural Area
0500000US20073,6016,Greenwood County,Kansas,Rural Area
0500000US20075,2518,Hamilton County,Kansas,Rural Area
0500000US20077,5485,Harper County,Kansas,Rural Area
0500000US20079,34024,Harvey County,Kansas,Micro Area
0500000US20081,3780,Haskell County,Kansas,Rural Area
0500000US20083,1723,Hodgeman County,Kansas,Rural Area
0500000US20085,13232,Jackson County,Kansas,Micro Area
0500000US20087,18368,Jefferson County,Kansas,Micro Area
0500000US20089,2932,Jewell County,Kansas,Rural Area
0500000US20091,609863,Johnson County,Kansas,Medium Metro Area
0500000US20093,3983,Kearny County,Kansas,Rural Area
0500000US20095,7470,Kingman County,Kansas,Rural Area
0500000US20097,2460,Kiowa County,Kansas,Rural Area
0500000US20099,20184,Labette County,Kansas,Micro Area
0500000US20101,1574,Lane County,Kansas,Rural Area
0500000US20103,81881,Leavenworth County,Kansas,Small Metro Area
0500000US20105,2939,Lincoln County,Kansas,Rural Area
0500000US20107,9591,Linn County,Kansas,Rural Area
0500000US20109,2762,Logan County,Kansas,Rural Area
0500000US20111,32179,Lyon County,Kansas,Micro Area
0500000US20113,30223,McPherson County,Kansas,Micro Area
0500000US20115,11823,Marion County,Kansas,Micro Area
0500000US20117,10038,Marshall County,Kansas,Micro Area
0500000US20119,4055,Meade County,Kansas,Rural Area
0500000US20121,34191,Miami County,Kansas,Micro Area
0500000US20123,5796,Mitchell County,Kansas,Rural Area
0500000US20125,31486,Montgomery County,Kansas,Micro Area
0500000US20127,5386,Morris County,Kansas,Rural Area
0500000US20129,2701,Morton County,Kansas,Rural Area
0500000US20131,10273,Nemaha County,Kansas,Micro Area
0500000US20133,15904,Neosho County,Kansas,Micro Area
0500000US20135,2687,Ness County,Kansas,Rural Area
0500000US20137,5459,Norton County,Kansas,Rural Area
0500000US20139,15766,Osage County,Kansas,Micro Area
0500000US20141,3500,Osborne County,Kansas,Rural Area
0500000US20143,5735,Ottawa County,Kansas,Rural Area
0500000US20145,6253,Pawnee County,Kansas,Rural Area
0500000US20147,4981,Phillips County,Kansas,Rural Area
0500000US20149,25348,Pottawatomie County,Kansas,Micro Area
0500000US20151,9157,Pratt County,Kansas,Rural Area
0500000US20153,2561,Rawlins County,Kansas,Rural Area
0500000US20155,61898,Reno County,Kansas,Small Metro Area
0500000US20157,4674,Republic County,Kansas,Rural Area
0500000US20159,9427,Rice County,Kansas,Rural Area
0500000US20161,71959,Riley County,Kansas,Small Metro Area
0500000US20163,4919,Rooks County,Kansas,Rural Area
0500000US20165,2956,Rush County,Kansas,Rural Area
0500000US20167,6691,Russell County,Kansas,Rural Area
0500000US20169,54303,Saline County,Kansas,Small Metro Area
0500000US20171,5151,Scott County,Kansas,Rural Area
0500000US20173,523824,Sedgwick County,Kansas,Medium Metro Area
0500000US20175,21964,Seward County,Kansas,Micro Area
0500000US20177,178909,Shawnee County,Kansas,Small Metro Area
0500000US20179,2447,Sheridan County,Kansas,Rural Area
0500000US20181,5927,Sherman County,Kansas,Rural Area
0500000US20183,3570,Smith County,Kansas,Rural Area
0500000US20185,4072,Stafford County,Kansas,Rural Area
0500000US20187,2084,Stanton County,Kansas,Rural Area
0500000US20189,5250,Stevens County,Kansas,Rural Area
0500000US20191,22382,Sumner County,Kansas,Micro Area
0500000US20193,7930,Thomas County,Kansas,Rural Area
0500000US20195,2808,Trego County,Kansas,Rural Area
0500000US20197,6877,Wabaunsee County,Kansas,Rural Area
0500000US20199,1512,Wallace County,Kansas,Rural Area
0500000US20201,5530,Washington County,Kansas,Rural Area
0500000US20203,2152,Wichita County,Kansas,Rural Area
0500000US20205,8624,Wilson County,Kansas,Rural Area
0500000US20207,3115,Woodson County,Kansas,Rural Area
0500000US20209,169245,Wyandotte County,Kansas,Small Metro Area
0500000US21001,18903,Adair County,Kentucky,Micro Area
0500000US21003,20588,Allen County,Kentucky,Micro Area
0500000US21005,23852,Anderson County,Kentucky,Micro Area
0500000US21007,7728,Ballard County,Kentucky,Rural Area
0500000US21009,44485,Barren County,Kentucky,Micro Area
0500000US21011,12750,Bath County,Kentucky,Micro Area
0500000US21013,24097,Bell County,Kentucky,Micro Area
0500000US21015,135968,Boone County,Kentucky,Small Metro Area
0500000US21017,20252,Bourbon County,Kentucky,Micro Area
0500000US21019,48261,Boyd County,Kentucky,Micro Area
0500000US21021,30614,Boyle County,Kentucky,Micro Area
0500000US21023,8400,Bracken County,Kentucky,Rural Area
0500000US21025,13718,Breathitt County,Kentucky,Micro Area
0500000US21027,20432,Breckinridge County,Kentucky,Micro Area
0500000US21029,82217,Bullitt County,Kentucky,Small Metro Area
0500000US21031,12371,Butler County,Kentucky,Micro Area
0500000US21033,12649,Caldwell County,Kentucky,Micro Area
0500000US21035,37103,Calloway County,Kentucky,Micro Area
0500000US21037,93076,Campbell County,Kentucky,Small Metro Area
0500000US21039,4826,Carlisle County,Kentucky,Rural Area
0500000US21041,10810,Carroll County,Kentucky,Micro Area
0500000US21043,26627,Carter County,Kentucky,Micro Area
0500000US21045,15941,Casey County,Kentucky,Micro Area
0500000US21047,72748,Christian County,Kentucky,Small Metro Area
0500000US21049,36972,Clark County,Kentucky,Micro Area
0500000US21051,20345,Clay County,Kentucky,Micro Area
0500000US21053,9253,Clinton County,Kentucky,Rural Area
0500000US21055,8990,Crittenden County,Kentucky,Rural Area
0500000US21057,5888,Cumberland County,Kentucky,Rural Area
0500000US21059,103312,Daviess County,Kentucky,Small Metro Area
0500000US21061,12126,Edmonson County,Kentucky,Micro Area
0500000US21063,7354,Elliott County,Kentucky,Rural Area
0500000US21065,14163,Estill County,Kentucky,Micro Area
0500000US21067,322570,Fayette County,Kentucky,Medium Metro Area
0500000US21069,15082,Fleming County,Kentucky,Micro Area
0500000US21071,35942,Floyd County,Kentucky,Micro Area
0500000US21073,51541,Franklin County,Kentucky,Small Metro Area
0500000US21075,6515,Fulton County,Kentucky,Rural Area
0500000US21077,8690,Gallatin County,Kentucky,Rural Area
0500000US21079,16953,Garrard County,Kentucky,Micro Area
0500000US21081,24941,Grant County,Kentucky,Micro Area
0500000US21083,36649,Graves County,Kentucky,Micro Area
0500000US21085,26420,Grayson County,Kentucky,Micro Area
0500000US21087,11107,Green County,Kentucky,Micro Area
0500000US21089,35962,Greenup County,Kentucky,Micro Area
0500000US21091,9095,Hancock County,Kentucky,Rural Area
0500000US21093,110702,Hardin County,Kentucky,Small Metro Area
0500000US21095,26831,Harlan County,Kentucky,Micro Area
0500000US21097,18692,Harrison County,Kentucky,Micro Area
0500000US21099,19288,Hart County,Kentucky,Micro Area
0500000US21101,44793,Henderson County,Kentucky,Micro Area
0500000US21103,15678,Henry County,Kentucky,Micro Area
0500000US21105,4521,Hickman County,Kentucky,Rural Area
0500000US21107,45423,Hopkins County,Kentucky,Micro Area
0500000US21109,12955,Jackson County,Kentucky,Micro Area
0500000US21111,782969,Jefferson County,Kentucky,Medium Metro Area
0500000US21113,52991,Jessamine County,Kentucky,Small Metro Area
0500000US21115,22680,Johnson County,Kentucky,Micro Area
0500000US21117,169064,Kenton County,Kentucky,Small Metro Area
0500000US21119,14251,Knott County,Kentucky,Micro Area
0500000US21121,30193,Knox County,Kentucky,Micro Area
0500000US21123,14867,Larue County,Kentucky,Micro Area
0500000US21125,62613,Laurel County,Kentucky,Small Metro Area
0500000US21127,16293,Lawrence County,Kentucky,Micro Area
0500000US21129,7395,Lee County,Kentucky,Rural Area
0500000US21131,10513,Leslie County,Kentucky,Micro Area
0500000US21133,21548,Letcher County,Kentucky,Micro Area
0500000US21135,13080,Lewis County,Kentucky,Micro Area
0500000US21137,24275,Lincoln County,Kentucky,Micro Area
0500000US21139,8888,Livingston County,Kentucky,Rural Area
0500000US21141,27432,Logan County,Kentucky,Micro Area
0500000US21143,8680,Lyon County,Kentucky,Rural Area
0500000US21145,67875,McCracken County,Kentucky,Small Metro Area
0500000US21147,16888,McCreary County,Kentucky,Micro Area
0500000US21149,9152,McLean County,Kentucky,Rural Area
0500000US21151,92701,Madison County,Kentucky,Small Metro Area
0500000US21153,11637,Magoffin County,Kentucky,Micro Area
0500000US21155,19581,Marion County,Kentucky,Micro Area
0500000US21157,31659,Marshall County,Kentucky,Micro Area
0500000US21159,11287,Martin County,Kentucky,Micro Area
0500000US21161,17120,Mason County,Kentucky,Micro Area
0500000US21163,30003,Meade County,Kentucky,Micro Area
0500000US21165,6113,Menifee County,Kentucky,Rural Area
0500000US21167,22641,Mercer County,Kentucky,Micro Area
0500000US21169,10286,Metcalfe County,Kentucky,Micro Area
0500000US21171,11338,Monroe County,Kentucky,Micro Area
0500000US21173,28114,Montgomery County,Kentucky,Micro Area
0500000US21175,13726,Morgan County,Kentucky,Micro Area
0500000US21177,30928,Muhlenberg County,Kentucky,Micro Area
0500000US21179,46738,Nelson County,Kentucky,Micro Area
0500000US21181,7537,Nicholas County,Kentucky,Rural Area
0500000US21183,23772,Ohio County,Kentucky,Micro Area
0500000US21185,67607,Oldham County,Kentucky,Small Metro Area
0500000US21187,11278,Owen County,Kentucky,Micro Area
0500000US21189,4051,Owsley County,Kentucky,Rural Area
0500000US21191,14644,Pendleton County,Kentucky,Micro Area
0500000US21193,28473,Perry County,Kentucky,Micro Area
0500000US21195,58669,Pike County,Kentucky,Small Metro Area
0500000US21197,13129,Powell County,Kentucky,Micro Area
0500000US21199,65034,Pulaski County,Kentucky,Small Metro Area
0500000US21201,2193,Robertson County,Kentucky,Rural Area
0500000US21203,16037,Rockcastle County,Kentucky,Micro Area
0500000US21205,24662,Rowan County,Kentucky,Micro Area
0500000US21207,17991,Russell County,Kentucky,Micro Area
0500000US21209,57155,Scott County,Kentucky,Small Metro Area
0500000US21211,48065,Shelby County,Kentucky,Micro Area
0500000US21213,19594,Simpson County,Kentucky,Micro Area
0500000US21215,19490,Spencer County,Kentucky,Micro Area
0500000US21217,26023,Taylor County,Kentucky,Micro Area
0500000US21219,12243,Todd County,Kentucky,Micro Area
0500000US21221,14061,Trigg County,Kentucky,Micro Area
0500000US21223,8474,Trimble County,Kentucky,Rural Area
0500000US21225,13668,Union County,Kentucky,Micro Area
0500000US21227,134554,Warren County,Kentucky,Small Metro Area
0500000US21229,12027,Washington County,Kentucky,Micro Area
0500000US21231,19555,Wayne County,Kentucky,Micro Area
0500000US21233,13017,Webster County,Kentucky,Micro Area
0500000US21235,36712,Whitley County,Kentucky,Micro Area
0500000US21237,6562,Wolfe County,Kentucky,Rural Area
0500000US21239,26871,Woodford County,Kentucky,Micro Area
0500000US22001,57576,Acadia Parish,Louisiana,Small Metro Area
0500000US22003,22750,Allen Parish,Louisiana,Micro Area
0500000US22005,126500,Ascension Parish,Louisiana,Small Metro Area
0500000US22007,21039,Assumption Parish,Louisiana,Micro Area
0500000US22009,39693,Avoyelles Parish,Louisiana,Micro Area
0500000US22011,36549,Beauregard Parish,Louisiana,Micro Area
0500000US22013,12981,Bienville Parish,Louisiana,Micro Area
0500000US22015,128746,Bossier Parish,Louisiana,Small Metro Area
0500000US22017,237848,Caddo Parish,Louisiana,Small Metro Area
0500000US22019,216785,Calcasieu Parish,Louisiana,Small Metro Area
0500000US22021,9645,Caldwell Parish,Louisiana,Rural Area
0500000US22023,5617,Cameron Parish,Louisiana,Rural Area
0500000US22025,8906,Catahoula Parish,Louisiana,Rural Area
0500000US22027,14170,Claiborne Parish,Louisiana,Micro Area
0500000US22029,18687,Concordia Parish,Louisiana,Micro Area
0500000US22031,26812,De Soto Parish,Louisiana,Micro Area
0500000US22033,456781,East Baton Rouge Parish,Louisiana,Medium Metro Area
0500000US22035,7459,East Carroll Parish,Louisiana,Rural Area
0500000US22037,19539,East Feliciana Parish,Louisiana,Micro Area
0500000US22039,32350,Evangeline Parish,Louisiana,Micro Area
0500000US22041,19774,Franklin Parish,Louisiana,Micro Area
0500000US22043,22169,Grant Parish,Louisiana,Micro Area
0500000US22045,69929,Iberia Parish,Louisiana,Small Metro Area
0500000US22047,30241,Iberville Parish,Louisiana,Micro Area
0500000US22049,15031,Jackson Parish,Louisiana,Micro Area
0500000US22051,440781,Jefferson Parish,Louisiana,Medium Metro Area
0500000US22053,32250,Jefferson Davis Parish,Louisiana,Micro Area
0500000US22055,241753,Lafayette Parish,Louisiana,Small Metro Area
0500000US22057,97557,Lafourche Parish,Louisiana,Small Metro Area
0500000US22059,14791,LaSalle Parish,Louisiana,Micro Area
0500000US22061,48396,Lincoln Parish,Louisiana,Micro Area
0500000US22063,142282,Livingston Parish,Louisiana,Small Metro Area
0500000US22065,10017,Madison Parish,Louisiana,Micro Area
0500000US22067,25629,Morehouse Parish,Louisiana,Micro Area
0500000US22069,37515,Natchitoches Parish,Louisiana,Micro Area
0500000US22071,383997,Orleans Parish,Louisiana,Medium Metro Area
0500000US22073,160368,Ouachita Parish,Louisiana,Small Metro Area
0500000US22075,23515,Plaquemines Parish,Louisiana,Micro Area
0500000US22077,20758,Pointe Coupee Parish,Louisiana,Micro Area
0500000US22079,130023,Rapides Parish,Louisiana,Small Metro Area
0500000US22081,7620,Red River Parish,Louisiana,Rural Area
0500000US22083,20043,Richland Parish,Louisiana,Micro Area
0500000US22085,22155,Sabine Parish,Louisiana,Micro Area
0500000US22087,43764,St. Bernard Parish,Louisiana,Micro Area
0500000US22089,52549,St. Charles Parish,Louisiana,Small Metro Area
0500000US22091,10920,St. Helena Parish,Louisiana,Micro Area
0500000US22093,20192,St. James Parish,Louisiana,Micro Area
0500000US22095,42477,St. John the Baptist Parish,Louisiana,Micro Area
0500000US22097,82540,St. Landry Parish,Louisiana,Small Metro Area
0500000US22099,51767,St. Martin Parish,Louisiana,Small Metro Area
0500000US22101,49406,St. Mary Parish,Louisiana,Micro Area
0500000US22103,264570,St. Tammany Parish,Louisiana,Medium Metro Area
0500000US22105,133157,Tangipahoa Parish,Louisiana,Small Metro Area
0500000US22107,4147,Tensas Parish,Louisiana,Rural Area
0500000US22109,109580,Terrebonne Parish,Louisiana,Small Metro Area
0500000US22111,21107,Union Parish,Louisiana,Micro Area
0500000US22113,57359,Vermilion Parish,Louisiana,Small Metro Area
0500000US22115,48750,Vernon Parish,Louisiana,Micro Area
0500000US22117,45463,Washington Parish,Louisiana,Micro Area
0500000US22119,36967,Webster Parish,Louisiana,Micro Area
0500000US22121,27199,West Baton Rouge Parish,Louisiana,Micro Area
0500000US22123,9751,West Carroll Parish,Louisiana,Rural Area
0500000US22125,15310,West Feliciana Parish,Louisiana,Micro Area
0500000US22127,13755,Winn Parish,Louisiana,Micro Area
0500000US23001,111139,Androscoggin County,Maine,Small Metro Area
0500000US23003,67105,Aroostook County,Maine,Small Metro Area
0500000US23005,303069,Cumberland County,Maine,Medium Metro Area
0500000US23007,29456,Franklin County,Maine,Micro Area
0500000US23009,55478,Hancock County,Maine,Small Metro Area
0500000US23011,123642,Kennebec County,Maine,Small Metro Area
0500000US23013,40607,Knox County,Maine,Micro Area
0500000US23015,35237,Lincoln County,Maine,Micro Area
0500000US23017,57777,Oxford County,Maine,Small Metro Area
0500000US23019,152199,Penobscot County,Maine,Small Metro Area
0500000US23021,16800,Piscataquis County,Maine,Micro Area
0500000US23023,36699,Sagadahoc County,Maine,Micro Area
0500000US23025,50477,Somerset County,Maine,Small Metro Area
0500000US23027,39607,Waldo County,Maine,Micro Area
0500000US23029,31095,Washington County,Maine,Micro Area
0500000US23031,211972,York County,Maine,Small Metro Area
0500000US24001,68106,Allegany County,Maryland,Small Metro Area
0500000US24003,588261,Anne Arundel County,Maryland,Medium Metro Area
0500000US24005,854535,Baltimore County,Maryland,Medium Metro Area
0500000US24009,92783,Calvert County,Maryland,Small Metro Area
0500000US24011,33293,Caroline County,Maryland,Micro Area
0500000US24013,172891,Carroll County,Maryland,Small Metro Area
0500000US24015,103725,Cecil County,Maryland,Small Metro Area
0500000US24017,166617,Charles County,Maryland,Small Metro Area
0500000US24019,32531,Dorchester County,Maryland,Micro Area
0500000US24021,271717,Frederick County,Maryland,Medium Metro Area
0500000US24023,28806,Garrett County,Maryland,Micro Area
0500000US24025,260924,Harford County,Maryland,Medium Metro Area
0500000US24027,332317,Howard County,Maryland,Medium Metro Area
0500000US24029,19198,Kent County,Maryland,Micro Area
0500000US24031,1062061,Montgomery County,Maryland,Large Metro Area
0500000US24033,967201,Prince George's County,Maryland,Medium Metro Area
0500000US24035,49874,Queen Anne's County,Maryland,Micro Area
0500000US24037,113777,St. Mary's County,Maryland,Small Metro Area
0500000US24039,24620,Somerset County,Maryland,Micro Area
0500000US24041,37526,Talbot County,Maryland,Micro Area
0500000US24043,154705,Washington County,Maryland,Small Metro Area
0500000US24045,103588,Wicomico County,Maryland,Small Metro Area
0500000US24047,52460,Worcester County,Maryland,Small Metro Area
0500000US24510,585708,Baltimore city,Maryland,Medium Metro Area
0500000US25001,228996,Barnstable County,Massachusetts,Small Metro Area
0500000US25003,129026,Berkshire County,Massachusetts,Small Metro Area
0500000US25005,579200,Bristol County,Massachusetts,Medium Metro Area
0500000US25007,20600,Dukes County,Massachusetts,Micro Area
0500000US25009,809829,Essex County,Massachusetts,Medium Metro Area
0500000US25011,71029,Franklin County,Massachusetts,Small Metro Area
0500000US25013,465825,Hampden County,Massachusetts,Medium Metro Area
0500000US25015,162308,Hampshire County,Massachusetts,Small Metro Area
0500000US25017,1632002,Middlesex County,Massachusetts,Large Metro Area
0500000US25019,14255,Nantucket County,Massachusetts,Micro Area
0500000US25021,725981,Norfolk County,Massachusetts,Medium Metro Area
0500000US25023,530819,Plymouth County,Massachusetts,Medium Metro Area
0500000US25025,797936,Suffolk County,Massachusetts,Medium Metro Area
0500000US25027,862111,Worcester County,Massachusetts,Medium Metro Area
0500000US26001,10167,Alcona County,Michigan,Micro Area
0500000US26003,8842,Alger County,Michigan,Rural Area
0500000US26005,120502,Allegan County,Michigan,Small Metro Area
0500000US26007,28907,Alpena County,Michigan,Micro Area
0500000US26009,23431,Antrim County,Michigan,Micro Area
0500000US26011,15002,Arenac County,Michigan,Micro Area
0500000US26013,8158,Baraga County,Michigan,Rural Area
0500000US26015,62423,Barry County,Michigan,Small Metro Area
0500000US26017,103856,Bay County,Michigan,Small Metro Area
0500000US26019,17970,Benzie County,Michigan,Micro Area
0500000US26021,154316,Berrien County,Michigan,Small Metro Area
0500000US26023,44862,Branch County,Michigan,Micro Area
0500000US26025,134310,Calhoun County,Michigan,Small Metro Area
0500000US26027,51589,Cass County,Michigan,Small Metro Area
0500000US26029,26054,Charlevoix County,Michigan,Micro Area
0500000US26031,25579,Cheboygan County,Michigan,Micro Area
0500000US26033,36785,Chippewa County,Michigan,Micro Area
0500000US26035,30856,Clare County,Michigan,Micro Area
0500000US26037,79128,Clinton County,Michigan,Small Metro Area
0500000US26039,12988,Crawford County,Michigan,Micro Area
0500000US26041,36903,Delta County,Michigan,Micro Area
0500000US26043,25947,Dickinson County,Michigan,Micro Area
0500000US26045,109175,Eaton County,Michigan,Small Metro Area
0500000US26047,34112,Emmet County,Michigan,Micro Area
0500000US26049,406211,Genesee County,Michigan,Medium Metro Area
0500000US26051,25386,Gladwin County,Michigan,Micro Area
0500000US26053,14380,Gogebic County,Michigan,Micro Area
0500000US26055,95238,Grand Traverse County,Michigan,Small Metro Area
0500000US26057,41761,Gratiot County,Michigan,Micro Area
0500000US26059,45746,Hillsdale County,Michigan,Micro Area
0500000US26061,37361,Houghton County,Michigan,Micro Area
0500000US26063,31407,Huron County,Michigan,Micro Area
0500000US26065,284900,Ingham County,Michigan,Medium Metro Area
0500000US26067,66804,Ionia County,Michigan,Small Metro Area
0500000US26069,25237,Iosco County,Michigan,Micro Area
0500000US26071,11631,Iron County,Michigan,Micro Area
0500000US26073,64394,Isabella County,Michigan,Small Metro Area
0500000US26075,160366,Jackson County,Michigan,Small Metro Area
0500000US26077,261670,Kalamazoo County,Michigan,Medium Metro Area
0500000US26079,17939,Kalkaska County,Michigan,Micro Area
0500000US26081,657974,Kent County,Michigan,Medium Metro Area
0500000US26083,2046,Keweenaw County,Michigan,Rural Area
0500000US26085,12096,Lake County,Michigan,Micro Area
0500000US26087,88619,Lapeer County,Michigan,Small Metro Area
0500000US26089,22301,Leelanau County,Michigan,Micro Area
0500000US26091,99423,Lenawee County,Michigan,Small Metro Area
0500000US26093,193866,Livingston County,Michigan,Small Metro Area
0500000US26095,5339,Luce County,Michigan,Rural Area
0500000US26097,10834,Mackinac County,Michigan,Micro Area
0500000US26099,881217,Macomb County,Michigan,Medium Metro Area
0500000US26101,25032,Manistee County,Michigan,Micro Area
0500000US26103,66017,Marquette County,Michigan,Small Metro Area
0500000US26105,29052,Mason County,Michigan,Micro Area
0500000US26107,39714,Mecosta County,Michigan,Micro Area
0500000US26109,23502,Menominee County,Michigan,Micro Area
0500000US26111,83494,Midland County,Michigan,Small Metro Area
0500000US26113,15052,Missaukee County,Michigan,Micro Area
0500000US26115,154809,Monroe County,Michigan,Small Metro Area
0500000US26117,66614,Montcalm County,Michigan,Small Metro Area
0500000US26119,9153,Montmorency County,Michigan,Rural Area
0500000US26121,175824,Muskegon County,Michigan,Small Metro Area
0500000US26123,49978,Newaygo County,Michigan,Micro Area
0500000US26125,1274395,Oakland County,Michigan,Large Metro Area
0500000US26127,26659,Oceana County,Michigan,Micro Area
0500000US26129,20770,Ogemaw County,Michigan,Micro Area
0500000US26131,5816,Ontonagon County,Michigan,Rural Area
0500000US26133,22891,Osceola County,Michigan,Micro Area
0500000US26135,8219,Oscoda County,Michigan,Rural Area
0500000US26137,25091,Otsego County,Michigan,Micro Area
0500000US26139,296200,Ottawa County,Michigan,Medium Metro Area
0500000US26141,12982,Presque Isle County,Michigan,Micro Area
0500000US26143,23459,Roscommon County,Michigan,Micro Area
0500000US26145,190124,Saginaw County,Michigan,Small Metro Area
0500000US26147,160383,St. Clair County,Michigan,Small Metro Area
0500000US26149,60939,St. Joseph County,Michigan,Small Metro Area
0500000US26151,40611,Sanilac County,Michigan,Micro Area
0500000US26153,8047,Schoolcraft County,Michigan,Rural Area
0500000US26155,68094,Shiawassee County,Michigan,Small Metro Area
