id,pop_total,county,state,pop_class,year,broadband_pct,total_pop_enrolled,percent_total_pop_enrolled,margin_total_pop,geo_id_x,est_total_households,est_med_income_households,est_total_families,est_med_income_families,geo_id_y,est_total_pop_16_over,est_emp_pop_ratio_16_over,est_unemp_pop_ratio_16_over,geo_id_x,total_one_device,total_multi_device,total_without_device,total_households_org,geo_id_y,total_with_subs_org,total_without_subs_org,total_cellular_subs,total_with_cell_sub_only,total_subs,total_without_subs,total_subs_w_cell
0500000US33015,314176.0,Rockingham County,New Hampshire,Medium Metro Area,2018.0,0.89999998,46789.0,72.4,1342.0,0500000US33015,119467.0,95160.0,82901.0,112027.0,0500000US33015,256291.0,67.2,2.9,0500000US33015,115850.0,105468.0,21628.0,256291.0,0500000US33015,243701.0,,,,0.0,0.0,0.0
0500000US33017,130889.0,Strafford County,New Hampshire,Small Metro Area,2018.0,0.84499997,17181.0,47.9,1124.0,0500000US33017,48393.0,71528.0,29606.0,90960.0,0500000US33017,108422.0,65.2,3.5,0500000US33017,44087.0,45776.0,7849.0,108422.0,0500000US33017,101161.0,,,,0.0,0.0,0.0
0500000US33019,43063.0,Sullivan County,New Hampshire,Micro Area,2018.0,0.801,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US34001,274534.0,Atlantic County,New Jersey,Medium Metro Area,2018.0,0.80700004,41573.0,65.0,978.0,0500000US34001,96981.0,61212.0,64492.0,79450.0,0500000US34001,216076.0,60.0,7.4,0500000US34001,93797.0,88327.0,20202.0,216076.0,0500000US34001,147150.0,35800.0,17168.0,,30595.0,35800.0,47763.0
0500000US34003,955732.0,Bergen County,New Jersey,Medium Metro Area,2018.0,0.88600004,150923.0,66.7,2558.0,0500000US34003,339953.0,100361.0,243393.0,122539.0,0500000US34003,763161.0,63.8,4.0,0500000US34003,335579.0,308149.0,73507.0,763161.0,0500000US34003,547790.0,147745.0,127528.0,,85186.0,147745.0,212714.0
0500000US34005,461860.0,Burlington County,New Jersey,Medium Metro Area,2018.0,0.87299997,69473.0,66.9,1573.0,0500000US34005,166698.0,84889.0,115839.0,101266.0,0500000US34005,363363.0,61.4,4.5,0500000US34005,161710.0,148936.0,32341.0,363363.0,0500000US34005,264176.0,26653.0,17099.0,,62268.0,26653.0,79367.0
0500000US34007,523485.0,Camden County,New Jersey,Medium Metro Area,2018.0,0.82099998,84313.0,66.0,1258.0,0500000US34007,188840.0,67523.0,122775.0,85873.0,0500000US34007,405626.0,60.8,6.5,0500000US34007,182380.0,165512.0,33102.0,405626.0,0500000US34007,259909.0,59932.0,24655.0,,110861.0,59932.0,135516.0
0500000US34009,95263.0,Cape May County,New Jersey,Small Metro Area,2018.0,0.82700002,11114.0,71.3,1137.0,0500000US34009,39208.0,67007.0,25773.0,81232.0,0500000US34009,79952.0,52.6,6.1,0500000US34009,35610.0,30476.0,10483.0,79952.0,0500000US34009,71507.0,,,,0.0,0.0,0.0
0500000US34011,154152.0,Cumberland County,New Jersey,Small Metro Area,2018.0,0.74399996,27220.0,73.6,1219.0,0500000US34011,50034.0,52795.0,34428.0,64509.0,0500000US34011,119757.0,50.2,7.8,0500000US34011,55139.0,47020.0,9541.0,119757.0,0500000US34011,79969.0,32536.0,,,23568.0,32536.0,23568.0
0500000US34013,863728.0,Essex County,New Jersey,Medium Metro Area,2018.0,0.78499997,137069.0,65.7,2173.0,0500000US34013,289921.0,63368.0,189597.0,81747.0,0500000US34013,630633.0,61.9,7.0,0500000US34013,280496.0,264156.0,46590.0,630633.0,0500000US34013,266035.0,138276.0,36089.0,,327459.0,138276.0,363548.0
0500000US34015,302294.0,Gloucester County,New Jersey,Medium Metro Area,2018.0,0.86200005,48503.0,64.5,1211.0,0500000US34015,101414.0,81849.0,69496.0,101726.0,0500000US34015,234993.0,63.3,4.5,0500000US34015,102139.0,98567.0,18956.0,234993.0,0500000US34015,195137.0,13105.0,,,24444.0,13105.0,24444.0
0500000US34017,724854.0,Hudson County,New Jersey,Medium Metro Area,2018.0,0.83399999,91095.0,61.1,1928.0,0500000US34017,263924.0,74414.0,158957.0,80997.0,0500000US34017,550007.0,67.2,4.0,0500000US34017,258500.0,231889.0,34311.0,550007.0,0500000US34017,299550.0,225988.0,92490.0,,155607.0,225988.0,248097.0
0500000US34019,128947.0,Hunterdon County,New Jersey,Small Metro Area,2018.0,0.89299995,20164.0,71.7,883.0,0500000US34019,47733.0,111269.0,35139.0,140899.0,0500000US34019,103883.0,62.7,2.9,0500000US34019,45728.0,42355.0,9151.0,103883.0,0500000US34019,94844.0,,,,0.0,0.0,0.0
0500000US34021,387340.0,Mercer County,New Jersey,Medium Metro Area,2018.0,0.81599998,57883.0,61.5,1075.0,0500000US34021,132980.0,80632.0,89807.0,102129.0,0500000US34021,300103.0,62.0,5.6,0500000US34021,128912.0,126213.0,23386.0,300103.0,0500000US34021,188276.0,47930.0,34079.0,,61149.0,47930.0,95228.0
0500000US34023,863162.0,Middlesex County,New Jersey,Medium Metro Area,2018.0,0.84899998,130757.0,60.1,1861.0,0500000US34023,285480.0,88217.0,207900.0,104584.0,0500000US34023,670392.0,61.9,4.8,0500000US34023,298267.0,275613.0,53106.0,670392.0,0500000US34023,392854.0,130120.0,159011.0,,99902.0,130120.0,258913.0
0500000US34025,643615.0,Monmouth County,New Jersey,Medium Metro Area,2018.0,0.87400007,103124.0,69.7,1464.0,0500000US34025,236327.0,99642.0,163558.0,123066.0,0500000US34025,507630.0,63.5,4.2,0500000US34025,221306.0,207170.0,46476.0,507630.0,0500000US34025,429773.0,47695.0,27801.0,,36863.0,47695.0,64664.0
0500000US34027,509285.0,Morris County,New Jersey,Medium Metro Area,2018.0,0.90300006,81991.0,66.1,1148.0,0500000US34027,181738.0,112288.0,127292.0,140781.0,0500000US34027,404878.0,64.6,4.3,0500000US34027,171664.0,168597.0,37994.0,404878.0,0500000US34027,334772.0,51419.0,41911.0,,13834.0,51419.0,55745.0
0500000US34029,637229.0,Ocean County,New Jersey,Medium Metro Area,2018.0,0.80700004,103578.0,70.9,2221.0,0500000US34029,228622.0,68551.0,150140.0,86114.0,0500000US34029,472770.0,55.7,4.6,0500000US34029,206174.0,175529.0,64254.0,472770.0,0500000US34029,432951.0,39318.0,9358.0,,16026.0,39318.0,25384.0
0500000US34031,524118.0,Passaic County,New Jersey,Medium Metro Area,2018.0,0.78400004,88989.0,69.6,1512.0,0500000US34031,169521.0,75259.0,125204.0,84553.0,0500000US34031,396210.0,62.5,3.7,0500000US34031,174721.0,162623.0,31940.0,396210.0,0500000US34031,252834.0,157013.0,22060.0,,113058.0,157013.0,135118.0
0500000US34033,64837.0,Salem County,New Jersey,Small Metro Area,2018.0,0.77499998,10422.0,72.3,750.0,0500000US34033,23952.0,65733.0,16345.0,81399.0,0500000US34033,50712.0,56.0,6.4,0500000US34033,22840.0,19947.0,4976.0,50712.0,0500000US34033,41703.0,,,,7012.0,0.0,7012.0
0500000US34035,345361.0,Somerset County,New Jersey,Medium Metro Area,2018.0,0.90699995,57176.0,64.6,1337.0,0500000US34035,118729.0,121378.0,88135.0,141588.0,0500000US34035,266674.0,64.6,4.7,0500000US34035,115416.0,112779.0,23081.0,266674.0,0500000US34035,182466.0,36182.0,46730.0,,25200.0,36182.0,71930.0
0500000US34037,144221.0,Sussex County,New Jersey,Small Metro Area,2018.0,0.88099998,21843.0,67.6,640.0,0500000US34037,53749.0,92818.0,38434.0,110557.0,0500000US34037,116864.0,66.3,4.5,0500000US34037,50439.0,49977.0,9063.0,116864.0,0500000US34037,109400.0,9159.0,,,0.0,9159.0,0.0
0500000US34039,575345.0,Union County,New Jersey,Medium Metro Area,2018.0,0.81700003,95250.0,67.7,2071.0,0500000US34039,192021.0,82186.0,137761.0,98341.0,0500000US34039,441782.0,67.1,4.4,0500000US34039,196612.0,182507.0,35077.0,441782.0,0500000US34039,240637.0,135050.0,25076.0,,165649.0,135050.0,190725.0
0500000US34041,109632.0,Warren County,New Jersey,Small Metro Area,2018.0,0.84100002,16715.0,67.1,591.0,0500000US34041,41742.0,77452.0,27171.0,106182.0,0500000US34041,88103.0,63.3,5.3,0500000US34041,36849.0,36961.0,8399.0,88103.0,0500000US34041,77673.0,,,,0.0,0.0,0.0
0500000US35001,676444.0,Bernalillo County,New Mexico,Medium Metro Area,2018.0,0.77700001,106506.0,63.2,2648.0,0500000US35001,270655.0,51208.0,159729.0,65701.0,0500000US35001,548549.0,58.0,5.6,0500000US35001,251062.0,219436.0,44531.0,548549.0,0500000US35001,434935.0,258880.0,15793.0,,81929.0,258880.0,97722.0
0500000US35003,3579.0,Catron County,New Mexico,Rural Area,2018.0,0.51499999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35005,65157.0,Chaves County,New Mexico,Small Metro Area,2018.0,0.69700003,12754.0,76.0,512.0,0500000US35005,22616.0,43941.0,15991.0,51155.0,0500000US35005,50308.0,52.8,4.0,0500000US35005,20875.0,20366.0,4925.0,50308.0,0500000US35005,41876.0,,,,0.0,0.0,0.0
0500000US35006,27172.0,Cibola County,New Mexico,Micro Area,2018.0,0.55300003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35007,12387.0,Colfax County,New Mexico,Micro Area,2018.0,0.65600002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35009,48430.0,Curry County,New Mexico,Micro Area,2018.0,0.77700001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35011,1698.0,De Baca County,New Mexico,Rural Area,2018.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35013,219561.0,Doña Ana County,New Mexico,Small Metro Area,2018.0,0.70500004,39851.0,61.8,1155.0,0500000US35013,80409.0,35262.0,52763.0,47815.0,0500000US35013,170868.0,51.6,6.2,0500000US35013,71455.0,70434.0,14935.0,170868.0,0500000US35013,150866.0,111159.0,,,9029.0,111159.0,9029.0
0500000US35015,62314.0,Eddy County,New Mexico,Small Metro Area,2018.0,0.78099996,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35017,28185.0,Grant County,New Mexico,Micro Area,2018.0,0.671,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35019,4452.0,Guadalupe County,New Mexico,Rural Area,2018.0,0.38999999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35021,657.0,Harding County,New Mexico,Rural Area,2018.0,0.49299997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35023,4178.0,Hidalgo County,New Mexico,Rural Area,2018.0,0.63700002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35025,74455.0,Lea County,New Mexico,Small Metro Area,2018.0,0.75800002,15423.0,80.2,781.0,0500000US35025,23215.0,50871.0,16252.0,58952.0,0500000US35025,51076.0,56.5,6.2,0500000US35025,23092.0,19885.0,3086.0,51076.0,0500000US35025,45838.0,27854.0,,,0.0,27854.0,0.0
0500000US35027,20269.0,Lincoln County,New Mexico,Micro Area,2018.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35028,19419.0,Los Alamos County,New Mexico,Micro Area,2018.0,0.861,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35029,25427.0,Luna County,New Mexico,Micro Area,2018.0,0.56999999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35031,72902.0,McKinley County,New Mexico,Small Metro Area,2018.0,0.43000001,15941.0,79.3,786.0,0500000US35031,21449.0,34080.0,14809.0,37837.0,0500000US35031,54398.0,41.3,13.8,0500000US35031,21843.0,22996.0,4288.0,54398.0,0500000US35031,,7360.0,,,41502.0,7360.0,41502.0
0500000US35033,4189.0,Mora County,New Mexico,Rural Area,2018.0,0.51199996,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35035,67839.0,Otero County,New Mexico,Small Metro Area,2018.0,0.75400001,12988.0,76.4,1342.0,0500000US35035,23747.0,42591.0,13748.0,52029.0,0500000US35035,53166.0,43.7,5.2,0500000US35035,24614.0,20227.0,4216.0,53166.0,0500000US35035,43299.0,,,,0.0,0.0,0.0
0500000US35037,8746.0,Quay County,New Mexico,Rural Area,2018.0,0.57199997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35039,40363.0,Rio Arriba County,New Mexico,Micro Area,2018.0,0.52100003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35041,19191.0,Roosevelt County,New Mexico,Micro Area,2018.0,0.75199997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35043,148834.0,Sandoval County,New Mexico,Small Metro Area,2018.0,0.81599998,26149.0,73.1,790.0,0500000US35043,53996.0,54338.0,36841.0,65536.0,0500000US35043,116307.0,53.4,8.0,0500000US35043,53763.0,45497.0,9474.0,116307.0,0500000US35043,90340.0,43502.0,,,13248.0,43502.0,13248.0
0500000US35045,121661.0,San Juan County,New Mexico,Small Metro Area,2018.0,0.63,23920.0,74.1,1035.0,0500000US35045,43707.0,44841.0,29548.0,51806.0,0500000US35045,96348.0,48.8,7.4,0500000US35045,44646.0,35812.0,7871.0,96348.0,0500000US35045,52182.0,17607.0,,,37670.0,17607.0,37670.0
0500000US35047,27201.0,San Miguel County,New Mexico,Micro Area,2018.0,0.52899998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35049,154823.0,Santa Fe County,New Mexico,Small Metro Area,2018.0,0.787,21704.0,71.3,925.0,0500000US35049,62707.0,60193.0,36488.0,69809.0,0500000US35049,126083.0,55.5,4.2,0500000US35049,59924.0,46605.0,13131.0,126083.0,0500000US35049,106015.0,59263.0,,,0.0,59263.0,0.0
0500000US35051,11576.0,Sierra County,New Mexico,Micro Area,2018.0,0.61199999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35053,16595.0,Socorro County,New Mexico,Micro Area,2018.0,0.52499998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35055,34489.0,Taos County,New Mexico,Micro Area,2018.0,0.61300004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35057,15045.0,Torrance County,New Mexico,Micro Area,2018.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35059,4079.0,Union County,New Mexico,Rural Area,2018.0,0.57199997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US35061,76205.0,Valencia County,New Mexico,Small Metro Area,2018.0,0.66999996,13619.0,70.6,1287.0,0500000US35061,28379.0,46493.0,18194.0,57424.0,0500000US35061,60710.0,47.6,6.1,0500000US35061,27786.0,22914.0,5431.0,60710.0,0500000US35061,50637.0,35461.0,,,0.0,35461.0,0.0
0500000US36001,314848.0,Albany County,New York,Medium Metro Area,2018.0,0.82400006,42944.0,52.7,1917.0,0500000US36001,126578.0,64435.0,72332.0,91290.0,0500000US36001,258349.0,61.3,5.0,0500000US36001,105053.0,109679.0,22311.0,258349.0,0500000US36001,198310.0,,17515.0,,31162.0,0.0,48677.0
0500000US36003,46456.0,Allegany County,New York,Micro Area,2018.0,0.72600001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36005,1472654.0,Bronx County,New York,Large Metro Area,2018.0,0.72499996,261984.0,66.6,4142.0,0500000US36005,507370.0,38467.0,323214.0,46815.0,0500000US36005,1115777.0,53.7,10.1,0500000US36005,492194.0,465332.0,81194.0,1115777.0,0500000US36005,261665.0,609876.0,44405.0,,800880.0,609876.0,845285.0
0500000US36007,198683.0,Broome County,New York,Small Metro Area,2018.0,0.80000001,27382.0,56.2,1011.0,0500000US36007,75539.0,51125.0,44761.0,66517.0,0500000US36007,159298.0,54.7,6.3,0500000US36007,65023.0,63900.0,17176.0,159298.0,0500000US36007,137821.0,,,,8254.0,0.0,8254.0
0500000US36009,77042.0,Cattaraugus County,New York,Small Metro Area,2018.0,0.69300002,12148.0,69.4,574.0,0500000US36009,32079.0,48179.0,21167.0,57886.0,0500000US36009,62371.0,55.0,5.9,0500000US36009,26806.0,25109.0,6192.0,62371.0,0500000US36009,57863.0,,,,0.0,0.0,0.0
0500000US36011,76248.0,Cayuga County,New York,Small Metro Area,2018.0,0.773,11129.0,72.6,564.0,0500000US36011,30083.0,52376.0,18400.0,74075.0,0500000US36011,63827.0,53.6,3.8,0500000US36011,29383.0,24610.0,6084.0,63827.0,0500000US36011,59323.0,,,,0.0,0.0,0.0
0500000US36013,127657.0,Chautauqua County,New York,Small Metro Area,2018.0,0.73699999,18499.0,65.9,948.0,0500000US36013,53429.0,45479.0,31831.0,62799.0,0500000US36013,105623.0,54.7,5.0,0500000US36013,46550.0,40197.0,11319.0,105623.0,0500000US36013,96357.0,,,,0.0,0.0,0.0
0500000US36015,84148.0,Chemung County,New York,Small Metro Area,2018.0,0.778,12297.0,74.0,663.0,0500000US36015,34325.0,53005.0,20837.0,64644.0,0500000US36015,68809.0,54.5,4.4,0500000US36015,31215.0,26293.0,7094.0,68809.0,0500000US36015,61535.0,,,,0.0,0.0,0.0
0500000US36017,47220.0,Chenango County,New York,Micro Area,2018.0,0.76800001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36019,79843.0,Clinton County,New York,Small Metro Area,2018.0,0.78800005,10820.0,64.0,396.0,0500000US36019,31392.0,56704.0,20558.0,68710.0,0500000US36019,67958.0,51.0,3.8,0500000US36019,27863.0,29458.0,5658.0,67958.0,0500000US36019,61034.0,,,,0.0,0.0,0.0
0500000US36021,61570.0,Columbia County,New York,Small Metro Area,2018.0,0.76600003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36023,46809.0,Cortland County,New York,Micro Area,2018.0,0.71600002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36025,44308.0,Delaware County,New York,Micro Area,2018.0,0.74000001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36027,295911.0,Dutchess County,New York,Medium Metro Area,2018.0,0.85500002,42505.0,60.3,1219.0,0500000US36027,108071.0,80227.0,71635.0,99301.0,0500000US36027,245515.0,58.6,4.9,0500000US36027,103242.0,102462.0,22356.0,245515.0,0500000US36027,195818.0,27337.0,8098.0,,27300.0,27337.0,35398.0
0500000US36029,954236.0,Erie County,New York,Medium Metro Area,2018.0,0.78600001,136160.0,63.3,1970.0,0500000US36029,390341.0,56369.0,230402.0,75761.0,0500000US36029,757371.0,59.5,3.9,0500000US36029,330667.0,302899.0,73461.0,757371.0,0500000US36029,602880.0,36354.0,25569.0,,108707.0,36354.0,134276.0
0500000US36031,37381.0,Essex County,New York,Micro Area,2018.0,0.76800001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36033,47555.0,Franklin County,New York,Micro Area,2018.0,0.72799999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36035,53324.0,Fulton County,New York,Small Metro Area,2018.0,0.74699998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36037,58388.0,Genesee County,New York,Small Metro Area,2018.0,0.78600001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36039,47931.0,Greene County,New York,Micro Area,2018.0,0.71600002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36041,5107.0,Hamilton County,New York,Rural Area,2018.0,0.72799999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36043,60139.0,Herkimer County,New York,Small Metro Area,2018.0,0.75999999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36045,116721.0,Jefferson County,New York,Small Metro Area,2018.0,0.82299995,18635.0,73.9,796.0,0500000US36045,44657.0,53146.0,27993.0,62103.0,0500000US36045,87104.0,49.3,5.0,0500000US36045,38220.0,37604.0,6393.0,87104.0,0500000US36045,75321.0,,,,0.0,0.0,0.0
0500000US36047,2736074.0,Kings County,New York,Large Metro Area,2018.0,0.77600002,414984.0,65.8,3629.0,0500000US36047,969317.0,61220.0,591462.0,71054.0,0500000US36047,2050989.0,60.3,4.9,0500000US36047,955329.0,834356.0,154740.0,2050989.0,0500000US36047,896107.0,377172.0,248827.0,,899357.0,377172.0,1148184.0
0500000US36049,26582.0,Lewis County,New York,Micro Area,2018.0,0.75300002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36051,61834.0,Livingston County,New York,Small Metro Area,2018.0,0.80800003,8412.0,48.3,592.0,0500000US36051,23746.0,61609.0,15133.0,76427.0,0500000US36051,53188.0,52.1,3.0,0500000US36051,21501.0,21987.0,4655.0,53188.0,0500000US36051,49795.0,,,,0.0,0.0,0.0
0500000US36053,68016.0,Madison County,New York,Small Metro Area,2018.0,0.80700004,10220.0,58.8,542.0,0500000US36053,26127.0,59678.0,17590.0,71219.0,0500000US36053,59098.0,58.4,4.1,0500000US36053,23601.0,24395.0,5363.0,59098.0,0500000US36053,55813.0,,,,0.0,0.0,0.0
0500000US36055,759443.0,Monroe County,New York,Medium Metro Area,2018.0,0.81700003,113849.0,61.1,1678.0,0500000US36055,301668.0,60222.0,180738.0,80944.0,0500000US36055,605945.0,59.8,5.1,0500000US36055,260423.0,250401.0,55266.0,605945.0,0500000US36055,472416.0,46766.0,22643.0,,84743.0,46766.0,107386.0
0500000US36057,49532.0,Montgomery County,New York,Micro Area,2018.0,0.736,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36059,1395774.0,Nassau County,New York,Large Metro Area,2018.0,0.889,216148.0,64.3,2816.0,0500000US36059,447123.0,116304.0,340833.0,133326.0,0500000US36059,1102592.0,63.0,3.2,0500000US36059,478148.0,447600.0,108367.0,1102592.0,0500000US36059,760458.0,173094.0,108524.0,,228123.0,173094.0,336647.0
0500000US36061,1694251.0,New York County,New York,Large Metro Area,2018.0,0.83299994,159880.0,50.0,2794.0,0500000US36061,752258.0,85066.0,319832.0,107493.0,0500000US36061,1418001.0,63.6,4.9,0500000US36061,661503.0,577210.0,122484.0,1418001.0,0500000US36061,806209.0,347114.0,182309.0,,417945.0,347114.0,600254.0
0500000US36063,212666.0,Niagara County,New York,Small Metro Area,2018.0,0.76100004,31006.0,69.5,1277.0,0500000US36063,89765.0,55306.0,55135.0,74285.0,0500000US36063,174363.0,57.7,4.6,0500000US36063,74266.0,72399.0,16779.0,174363.0,0500000US36063,155076.0,,,,0.0,0.0,0.0
0500000US36065,232125.0,Oneida County,New York,Small Metro Area,2018.0,0.78200001,35466.0,67.6,1234.0,0500000US36065,88871.0,54593.0,56426.0,67161.0,0500000US36065,185887.0,54.6,4.0,0500000US36065,78533.0,75992.0,19490.0,185887.0,0500000US36065,161955.0,9595.0,,,11867.0,9595.0,11867.0
0500000US36067,476516.0,Onondaga County,New York,Medium Metro Area,2018.0,0.78999996,70544.0,60.7,1510.0,0500000US36067,185046.0,59883.0,115176.0,78918.0,0500000US36067,375891.0,58.0,5.6,0500000US36067,158848.0,154618.0,34302.0,375891.0,0500000US36067,308521.0,16152.0,13225.0,,40916.0,16152.0,54141.0
0500000US36069,112458.0,Ontario County,New York,Small Metro Area,2018.0,0.82799995,17397.0,62.9,558.0,0500000US36069,44079.0,62522.0,27228.0,82194.0,0500000US36069,89843.0,61.2,3.3,0500000US36069,38893.0,37152.0,8967.0,89843.0,0500000US36069,83700.0,,,,0.0,0.0,0.0
0500000US36071,401310.0,Orange County,New York,Medium Metro Area,2018.0,0.76800001,72967.0,68.8,1992.0,0500000US36071,128259.0,75825.0,90988.0,93743.0,0500000US36071,295914.0,61.1,3.9,0500000US36071,125443.0,126082.0,21478.0,295914.0,0500000US36071,218449.0,57484.0,9507.0,,34579.0,57484.0,44086.0
0500000US36073,40343.0,Orleans County,New York,Micro Area,2018.0,0.77900004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36075,117525.0,Oswego County,New York,Small Metro Area,2018.0,0.81799996,18005.0,63.8,798.0,0500000US36075,46270.0,54264.0,29546.0,70374.0,0500000US36075,97154.0,56.5,7.0,0500000US36075,42009.0,39296.0,7750.0,97154.0,0500000US36075,92440.0,,,,0.0,0.0,0.0
0500000US36077,58524.0,Otsego County,New York,Small Metro Area,2018.0,0.76999998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36079,97668.0,Putnam County,New York,Small Metro Area,2018.0,0.91000003,15373.0,64.4,582.0,0500000US36079,35425.0,102525.0,27274.0,114383.0,0500000US36079,82364.0,62.1,4.9,0500000US36079,34165.0,36154.0,6660.0,82364.0,0500000US36079,70814.0,,,,0.0,0.0,0.0
0500000US36081,2405464.0,Queens County,New York,Large Metro Area,2018.0,0.81900007,320527.0,62.3,2885.0,0500000US36081,788110.0,69320.0,539742.0,75797.0,0500000US36081,1869987.0,61.0,5.2,0500000US36081,861084.0,759803.0,156055.0,1869987.0,0500000US36081,715143.0,495755.0,494123.0,,652104.0,495755.0,1146227.0
0500000US36083,161130.0,Rensselaer County,New York,Small Metro Area,2018.0,0.83700001,22862.0,58.7,882.0,0500000US36083,64614.0,71648.0,40079.0,83266.0,0500000US36083,132146.0,59.7,5.0,0500000US36083,58286.0,53480.0,10550.0,132146.0,0500000US36083,115925.0,,,,0.0,0.0,0.0
0500000US36085,495747.0,Richmond County,New York,Medium Metro Area,2018.0,0.81099999,74862.0,67.0,1578.0,0500000US36085,167441.0,82166.0,118442.0,102436.0,0500000US36085,384432.0,56.0,4.1,0500000US36085,171307.0,158249.0,31071.0,384432.0,0500000US36085,285653.0,65306.0,40414.0,,37994.0,65306.0,78408.0
0500000US36087,338329.0,Rockland County,New York,Medium Metro Area,2018.0,0.80599999,68592.0,71.8,1414.0,0500000US36087,99502.0,89812.0,74783.0,108053.0,0500000US36087,243733.0,59.5,5.3,0500000US36087,103726.0,98462.0,23156.0,243733.0,0500000US36087,173398.0,42060.0,16651.0,,32015.0,42060.0,48666.0
0500000US36089,108505.0,St. Lawrence County,New York,Small Metro Area,2018.0,0.78299993,15913.0,52.9,1004.0,0500000US36089,41680.0,49681.0,25979.0,63087.0,0500000US36089,89174.0,51.5,4.3,0500000US36089,36411.0,36226.0,7737.0,89174.0,0500000US36089,82234.0,,,,0.0,0.0,0.0
0500000US36091,235509.0,Saratoga County,New York,Small Metro Area,2018.0,0.87799996,34461.0,68.6,1227.0,0500000US36091,94156.0,83765.0,60841.0,103182.0,0500000US36091,189996.0,64.6,3.6,0500000US36091,84906.0,76305.0,16184.0,189996.0,0500000US36091,177432.0,,,,0.0,0.0,0.0
0500000US36093,158061.0,Schenectady County,New York,Small Metro Area,2018.0,0.82599998,25326.0,68.7,1042.0,0500000US36093,55262.0,64847.0,31289.0,84579.0,0500000US36093,125853.0,59.0,6.5,0500000US36093,53909.0,51298.0,12016.0,125853.0,0500000US36093,99410.0,,,,0.0,0.0,0.0
0500000US36095,29714.0,Schoharie County,New York,Micro Area,2018.0,0.72400004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36097,17898.0,Schuyler County,New York,Micro Area,2018.0,0.75800002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36099,33814.0,Seneca County,New York,Micro Area,2018.0,0.77100003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US36101,93584.0,Steuben County,New York,Small Metro Area,2018.0,0.74200004,15069.0,76.5,485.0,0500000US36101,40578.0,55569.0,25411.0,68538.0,0500000US36101,78099.0,55.2,6.1,0500000US36101,35031.0,30398.0,7853.0,78099.0,0500000US36101,74232.0,,,,0.0,0.0,0.0
0500000US36103,1525920.0,Suffolk County,New York,Large Metro Area,2018.0,0.87,233803.0,64.8,2811.0,0500000US36103,496784.0,100468.0,360416.0,116089.0,0500000US36103,1208636.0,61.8,3.9,0500000US36103,521315.0,499092.0,109614.0,1208636.0,0500000US36103,1000614.0,209531.0,48600.0,,154604.0,209531.0,203204.0
0500000US36105,78624.0,Sullivan County,New York,Small Metro Area,2018.0,0.78200001,11667.0,71.3,627.0,0500000US36105,28900.0,52274.0,17487.0,68170.0,0500000US36105,61869.0,51.7,6.9,0500000US36105,27261.0,23987.0,5828.0,61869.0,0500000US36105,50302.0,,,,0.0,0.0,0.0
0500000US36107,48455.0,Tioga County,New York,Micro Area,2018.0,0.80000001,,,,,,,,,,,,,,,,,,,,,,,,,
