id,pop_total,county,state,pop_class,year,broadband_pct,total_pop_enrolled,percent_total_pop_enrolled,margin_total_pop,geo_id_x,est_total_households,est_med_income_households,est_total_families,est_med_income_families,geo_id_y,est_total_pop_16_over,est_emp_pop_ratio_16_over,est_unemp_pop_ratio_16_over,geo_id_x,total_one_device,total_multi_device,total_without_device,total_households_org,geo_id_y,total_with_subs_org,total_without_subs_org,total_cellular_subs,total_with_cell_sub_only,total_subs,total_without_subs,total_subs_w_cell
0500000US08067,55638.0,La Plata County,Colorado,Small Metro Area,2018.0,0.77100003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08069,359066.0,Larimer County,Colorado,Medium Metro Area,2018.0,0.88,50202.0,51.9,1188.0,0500000US08069,139382.0,71091.0,85701.0,91755.0,0500000US08069,288748.0,64.5,4.1,0500000US08069,127087.0,120370.0,20747.0,288748.0,0500000US08069,266247.0,29236.0,,,0.0,29236.0,0.0
0500000US08071,14555.0,Las Animas County,Colorado,Micro Area,2018.0,0.69200003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08073,5675.0,Lincoln County,Colorado,Rural Area,2018.0,0.773,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08075,21528.0,Logan County,Colorado,Micro Area,2018.0,0.80199999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08077,155703.0,Mesa County,Colorado,Small Metro Area,2018.0,0.83700001,25518.0,69.2,1042.0,0500000US08077,61848.0,49848.0,37310.0,67031.0,0500000US08077,123093.0,56.6,6.3,0500000US08077,55265.0,47027.0,12276.0,123093.0,0500000US08077,116407.0,15905.0,,,0.0,15905.0,0.0
0500000US08079,865.0,Mineral County,Colorado,Rural Area,2018.0,0.78400004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08081,13292.0,Moffat County,Colorado,Micro Area,2018.0,0.796,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08083,25849.0,Montezuma County,Colorado,Micro Area,2018.0,0.68400002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08085,42679.0,Montrose County,Colorado,Micro Area,2018.0,0.74900001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08087,29111.0,Morgan County,Colorado,Micro Area,2018.0,0.78800005,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08089,18690.0,Otero County,Colorado,Micro Area,2018.0,0.70600003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08091,4874.0,Ouray County,Colorado,Rural Area,2018.0,0.82499999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08093,17390.0,Park County,Colorado,Micro Area,2018.0,0.82599998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08095,4530.0,Phillips County,Colorado,Rural Area,2018.0,0.79399997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08097,17358.0,Pitkin County,Colorado,Micro Area,2018.0,0.889,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08099,11999.0,Prowers County,Colorado,Micro Area,2018.0,0.76700002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08101,168162.0,Pueblo County,Colorado,Small Metro Area,2018.0,0.736,28511.0,69.6,934.0,0500000US08101,64954.0,48468.0,41603.0,58695.0,0500000US08101,134639.0,52.3,6.6,0500000US08101,60009.0,52197.0,12920.0,134639.0,0500000US08101,110177.0,53955.0,,,0.0,53955.0,0.0
0500000US08103,6529.0,Rio Blanco County,Colorado,Rural Area,2018.0,0.78200001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08105,11539.0,Rio Grande County,Colorado,Micro Area,2018.0,0.64300001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08107,24829.0,Routt County,Colorado,Micro Area,2018.0,0.91199994,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08109,6368.0,Saguache County,Colorado,Rural Area,2018.0,0.64200002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08111,705.0,San Juan County,Colorado,Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08113,8072.0,San Miguel County,Colorado,Rural Area,2018.0,0.80599999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08115,2404.0,Sedgwick County,Colorado,Rural Area,2018.0,0.69200003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08117,31055.0,Summit County,Colorado,Micro Area,2018.0,0.82599998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08119,24710.0,Teller County,Colorado,Micro Area,2018.0,0.87200004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08121,4817.0,Washington County,Colorado,Rural Area,2018.0,0.77200001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US08123,328981.0,Weld County,Colorado,Medium Metro Area,2018.0,0.83899999,58874.0,70.6,1222.0,0500000US08123,107929.0,75938.0,77930.0,85818.0,0500000US08123,240422.0,66.4,4.4,0500000US08123,106677.0,101286.0,14172.0,240422.0,0500000US08123,219077.0,64001.0,,,6739.0,64001.0,6739.0
0500000US08125,9988.0,Yuma County,Colorado,Rural Area,2018.0,0.73299998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US09001,957419.0,Fairfield County,Connecticut,Medium Metro Area,2018.0,0.87099999,167013.0,67.3,2367.0,0500000US09001,345634.0,91079.0,237407.0,115811.0,0500000US09001,758754.0,63.4,6.1,0500000US09001,321296.0,316637.0,67801.0,758754.0,0500000US09001,555314.0,139387.0,42572.0,,158360.0,139387.0,200932.0
0500000US09003,899498.0,Hartford County,Connecticut,Medium Metro Area,2018.0,0.82200003,143265.0,66.7,2151.0,0500000US09003,348049.0,73151.0,223589.0,93319.0,0500000US09003,730504.0,62.2,5.3,0500000US09003,318288.0,295374.0,68092.0,730504.0,0500000US09003,532355.0,119811.0,39395.0,,157129.0,119811.0,196524.0
0500000US09005,185186.0,Litchfield County,Connecticut,Small Metro Area,2018.0,0.85100001,26540.0,71.2,825.0,0500000US09005,73598.0,76043.0,46847.0,98389.0,0500000US09005,152876.0,63.0,4.1,0500000US09005,66931.0,62063.0,15572.0,152876.0,0500000US09005,142499.0,,,,0.0,0.0,0.0
0500000US09007,164245.0,Middlesex County,Connecticut,Small Metro Area,2018.0,0.85300004,22293.0,60.0,1100.0,0500000US09007,66983.0,89131.0,41772.0,112105.0,0500000US09007,137651.0,65.2,4.8,0500000US09007,58249.0,57638.0,13930.0,137651.0,0500000US09007,121748.0,,,,0.0,0.0,0.0
0500000US09009,864835.0,New Haven County,Connecticut,Medium Metro Area,2018.0,0.81,133870.0,63.0,2274.0,0500000US09009,335539.0,67845.0,207727.0,87632.0,0500000US09009,705905.0,61.3,5.6,0500000US09009,301363.0,290754.0,65639.0,705905.0,0500000US09009,531492.0,114448.0,29498.0,,143195.0,114448.0,172693.0
0500000US09011,268555.0,New London County,Connecticut,Medium Metro Area,2018.0,0.84899998,39756.0,65.0,1270.0,0500000US09011,108098.0,67197.0,69117.0,87990.0,0500000US09011,221413.0,60.1,5.6,0500000US09011,95231.0,92460.0,20963.0,221413.0,0500000US09011,181518.0,20469.0,9520.0,,13951.0,20469.0,23471.0
0500000US09013,149788.0,Tolland County,Connecticut,Small Metro Area,2018.0,0.87299997,20082.0,42.9,865.0,0500000US09013,55619.0,91646.0,35882.0,115732.0,0500000US09013,128217.0,59.9,4.0,0500000US09013,48418.0,56570.0,10201.0,128217.0,0500000US09013,114065.0,,,,0.0,0.0,0.0
0500000US09015,116418.0,Windham County,Connecticut,Small Metro Area,2018.0,0.801,17295.0,58.8,1131.0,0500000US09015,44571.0,65765.0,29594.0,79614.0,0500000US09015,98186.0,60.3,6.7,0500000US09015,41365.0,40518.0,7889.0,98186.0,0500000US09015,87510.0,,,,0.0,0.0,0.0
0500000US10001,181851.0,Kent County,Delaware,Small Metro Area,2018.0,0.83299994,29244.0,66.0,1377.0,0500000US10001,67841.0,54419.0,44907.0,66016.0,0500000US10001,141800.0,56.6,4.4,0500000US10001,62976.0,56604.0,12474.0,141800.0,0500000US10001,94752.0,,,,35683.0,0.0,35683.0
0500000US10003,570719.0,New Castle County,Delaware,Medium Metro Area,2018.0,0.83899999,90044.0,65.6,1481.0,0500000US10003,206351.0,69479.0,131524.0,86149.0,0500000US10003,453995.0,60.8,6.7,0500000US10003,201392.0,185959.0,36032.0,453995.0,0500000US10003,297006.0,40453.0,24843.0,,112812.0,40453.0,137655.0
0500000US10005,237378.0,Sussex County,Delaware,Small Metro Area,2018.0,0.78499997,31337.0,74.9,767.0,0500000US10005,93479.0,60277.0,61968.0,71807.0,0500000US10005,192504.0,53.0,4.0,0500000US10005,90692.0,68769.0,24355.0,192504.0,0500000US10005,162812.0,,,,20807.0,0.0,20807.0
0500000US11001,689545.0,District of Columbia,District of Columbia,Medium Metro Area,2018.0,0.80000001,86096.0,49.7,2558.0,0500000US11001,287476.0,85203.0,121529.0,117713.0,0500000US11001,586358.0,65.0,7.5,0500000US11001,273667.0,242694.0,36793.0,586358.0,0500000US11001,262520.0,59322.0,26068.0,,274115.0,59322.0,300183.0
0500000US12001,278468.0,Alachua County,Florida,Medium Metro Area,2018.0,0.83700001,32367.0,34.2,2019.0,0500000US12001,97782.0,51241.0,49488.0,79427.0,0500000US12001,226370.0,57.8,5.8,0500000US12001,95866.0,95165.0,15057.0,226370.0,0500000US12001,162364.0,,14928.0,,40433.0,0.0,55361.0
0500000US12003,28259.0,Baker County,Florida,Micro Area,2018.0,0.74699998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12005,175216.0,Bay County,Florida,Small Metro Area,2018.0,0.82599998,28893.0,69.8,1253.0,0500000US12005,73856.0,52107.0,49233.0,64238.0,0500000US12005,150290.0,55.5,5.3,0500000US12005,67146.0,60910.0,12756.0,150290.0,0500000US12005,123174.0,,,,0.0,0.0,0.0
0500000US12007,28303.0,Bradford County,Florida,Micro Area,2018.0,0.65799999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12009,606612.0,Brevard County,Florida,Medium Metro Area,2018.0,0.84899998,83040.0,66.9,2676.0,0500000US12009,226363.0,57888.0,140955.0,74529.0,0500000US12009,500565.0,51.3,4.9,0500000US12009,221270.0,187192.0,64973.0,500565.0,0500000US12009,420631.0,48696.0,,,47191.0,48696.0,47191.0
0500000US12011,1944375.0,Broward County,Florida,Large Metro Area,2018.0,0.82700002,308535.0,65.3,3659.0,0500000US12011,694980.0,57278.0,439980.0,70232.0,0500000US12011,1585729.0,61.4,5.3,0500000US12011,707025.0,646693.0,143391.0,1585729.0,0500000US12011,978098.0,471334.0,60502.0,,540371.0,471334.0,600873.0
0500000US12013,13648.0,Calhoun County,Florida,Micro Area,2018.0,0.63999999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12015,186847.0,Charlotte County,Florida,Small Metro Area,2018.0,0.82200003,16498.0,69.4,1127.0,0500000US12015,74975.0,52927.0,47734.0,63766.0,0500000US12015,165477.0,38.3,4.7,0500000US12015,73273.0,51452.0,34983.0,165477.0,0500000US12015,151055.0,,,,0.0,0.0,0.0
0500000US12017,153843.0,Citrus County,Florida,Small Metro Area,2018.0,0.80599999,17142.0,74.8,1193.0,0500000US12017,62293.0,39964.0,36112.0,51557.0,0500000US12017,128567.0,35.7,6.8,0500000US12017,57464.0,41706.0,24373.0,128567.0,0500000US12017,119429.0,,,,0.0,0.0,0.0
0500000US12019,218245.0,Clay County,Florida,Small Metro Area,2018.0,0.87900001,38852.0,70.8,1354.0,0500000US12019,75958.0,61825.0,58071.0,70738.0,0500000US12019,171552.0,57.1,7.1,0500000US12019,79474.0,68524.0,12144.0,171552.0,0500000US12019,137236.0,16561.0,,,20359.0,16561.0,20359.0
0500000US12021,375752.0,Collier County,Florida,Medium Metro Area,2018.0,0.82999998,49521.0,75.3,2012.0,0500000US12021,144172.0,69867.0,97654.0,80597.0,0500000US12021,321278.0,50.1,4.2,0500000US12021,138437.0,104846.0,62252.0,321278.0,0500000US12021,288308.0,79256.0,,,0.0,79256.0,0.0
0500000US12023,69698.0,Columbia County,Florida,Small Metro Area,2018.0,0.77100003,10780.0,68.9,872.0,0500000US12023,25678.0,48848.0,15657.0,67065.0,0500000US12023,56678.0,47.2,10.5,0500000US12023,26396.0,21201.0,5545.0,56678.0,0500000US12023,43725.0,,,,0.0,0.0,0.0
0500000US12027,33976.0,DeSoto County,Florida,Micro Area,2018.0,0.52999997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12029,16759.0,Dixie County,Florida,Micro Area,2018.0,0.49299997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12031,995567.0,Duval County,Florida,Medium Metro Area,2018.0,0.81200004,150660.0,67.0,2426.0,0500000US12031,367238.0,55832.0,229923.0,64923.0,0500000US12031,759134.0,60.9,5.6,0500000US12031,350132.0,312071.0,51714.0,759134.0,0500000US12031,471130.0,70648.0,37522.0,,230633.0,70648.0,268155.0
0500000US12033,321905.0,Escambia County,Florida,Medium Metro Area,2018.0,0.81700003,48556.0,63.7,1819.0,0500000US12033,118820.0,51050.0,70583.0,65766.0,0500000US12033,256430.0,53.5,5.9,0500000US12033,113189.0,102992.0,22175.0,256430.0,0500000US12033,180318.0,,,,53570.0,0.0,53570.0
0500000US12035,115378.0,Flagler County,Florida,Small Metro Area,2018.0,0.78299993,15109.0,67.7,1367.0,0500000US12035,41274.0,58963.0,29721.0,68105.0,0500000US12035,94950.0,47.8,3.3,0500000US12035,44144.0,30166.0,16229.0,94950.0,0500000US12035,79535.0,,,,0.0,0.0,0.0
0500000US12037,12451.0,Franklin County,Florida,Micro Area,2018.0,0.736,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12039,43826.0,Gadsden County,Florida,Micro Area,2018.0,0.588,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12041,17864.0,Gilchrist County,Florida,Micro Area,2018.0,0.662,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12043,12126.0,Glades County,Florida,Micro Area,2018.0,0.55199999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12045,14192.0,Gulf County,Florida,Micro Area,2018.0,0.76800001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12047,14004.0,Hamilton County,Florida,Micro Area,2018.0,0.63800001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12049,25327.0,Hardee County,Florida,Micro Area,2018.0,0.58200002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12051,39619.0,Hendry County,Florida,Micro Area,2018.0,0.64200002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12053,194515.0,Hernando County,Florida,Small Metro Area,2018.0,0.81399995,26683.0,74.3,1031.0,0500000US12053,76163.0,45977.0,52370.0,53251.0,0500000US12053,159657.0,43.6,6.8,0500000US12053,71130.0,56221.0,24604.0,159657.0,0500000US12053,143234.0,20640.0,,,0.0,20640.0,0.0
0500000US12055,101235.0,Highlands County,Florida,Small Metro Area,2018.0,0.70699996,12973.0,76.6,1495.0,0500000US12055,40573.0,39796.0,27635.0,48812.0,0500000US12055,89467.0,38.7,10.9,0500000US12055,36703.0,27782.0,19857.0,89467.0,0500000US12055,74158.0,16594.0,,,0.0,16594.0,0.0
0500000US12057,1459762.0,Hillsborough County,Florida,Large Metro Area,2018.0,0.85000002,232990.0,64.8,2634.0,0500000US12057,540142.0,58480.0,342998.0,72646.0,0500000US12057,1151547.0,60.9,5.2,0500000US12057,521589.0,471467.0,83133.0,1151547.0,0500000US12057,825289.0,318965.0,48123.0,,274551.0,318965.0,322674.0
0500000US12059,19653.0,Holmes County,Florida,Micro Area,2018.0,0.70300001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12061,159788.0,Indian River County,Florida,Small Metro Area,2018.0,0.80399996,18249.0,65.3,2123.0,0500000US12061,57636.0,57508.0,34563.0,74249.0,0500000US12061,133911.0,45.2,6.9,0500000US12061,59742.0,44963.0,24124.0,133911.0,0500000US12061,119411.0,,,,0.0,0.0,0.0
0500000US12063,47319.0,Jackson County,Florida,Micro Area,2018.0,0.69700003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12065,14510.0,Jefferson County,Florida,Micro Area,2018.0,0.70899999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12067,8226.0,Lafayette County,Florida,Rural Area,2018.0,0.708,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12069,383956.0,Lake County,Florida,Medium Metro Area,2018.0,0.83499998,53581.0,74.0,1710.0,0500000US12069,136366.0,52096.0,94847.0,63437.0,0500000US12069,296495.0,48.5,6.5,0500000US12069,132688.0,104469.0,43754.0,296495.0,0500000US12069,249742.0,41985.0,,,31764.0,41985.0,31764.0
0500000US12071,760822.0,Lee County,Florida,Medium Metro Area,2018.0,0.82099998,101246.0,70.2,2581.0,0500000US12071,281222.0,56129.0,180020.0,68820.0,0500000US12071,637646.0,50.6,4.4,0500000US12071,291223.0,217327.0,97620.0,637646.0,0500000US12071,546056.0,122822.0,,,50723.0,122822.0,50723.0
0500000US12073,292198.0,Leon County,Florida,Medium Metro Area,2018.0,0.861,41295.0,40.2,1391.0,0500000US12073,113390.0,50682.0,61334.0,76722.0,0500000US12073,244172.0,60.9,6.3,0500000US12073,96770.0,109541.0,14696.0,244172.0,0500000US12073,154082.0,15697.0,,,72160.0,15697.0,72160.0
0500000US12075,42915.0,Levy County,Florida,Micro Area,2018.0,0.62799996,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12077,7974.0,Liberty County,Florida,Rural Area,2018.0,0.61300004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12079,17968.0,Madison County,Florida,Micro Area,2018.0,0.58499998,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12081,399710.0,Manatee County,Florida,Medium Metro Area,2018.0,0.80800003,53333.0,71.3,1918.0,0500000US12081,150814.0,59956.0,99502.0,72296.0,0500000US12081,329783.0,51.9,4.7,0500000US12081,147377.0,117541.0,49673.0,329783.0,0500000US12081,287434.0,45765.0,7481.0,,24789.0,45765.0,32270.0
0500000US12083,375908.0,Marion County,Florida,Medium Metro Area,2018.0,0.77200001,51213.0,74.7,2826.0,0500000US12083,143441.0,44576.0,93029.0,53142.0,0500000US12083,302081.0,41.9,9.5,0500000US12083,135641.0,101103.0,48290.0,302081.0,0500000US12083,251431.0,36610.0,,,34727.0,36610.0,34727.0
0500000US12085,158431.0,Martin County,Florida,Small Metro Area,2018.0,0.83600003,20957.0,74.9,1132.0,0500000US12085,63070.0,59978.0,38310.0,81137.0,0500000US12085,137168.0,45.6,3.2,0500000US12085,58344.0,46635.0,26005.0,137168.0,0500000US12085,120036.0,,,,0.0,0.0,0.0
0500000US12086,2701767.0,Miami-Dade County,Florida,Large Metro Area,2018.0,0.75099999,413207.0,61.1,5743.0,0500000US12086,895801.0,52205.0,622526.0,58389.0,0500000US12086,2265718.0,60.6,4.6,0500000US12086,1002614.0,928711.0,207818.0,2265718.0,0500000US12086,1708411.0,1586260.0,38582.0,,513422.0,1586260.0,552004.0
0500000US12087,82874.0,Monroe County,Florida,Small Metro Area,2018.0,0.81200004,8186.0,70.1,630.0,0500000US12087,31362.0,71973.0,18944.0,80695.0,0500000US12087,65257.0,60.2,3.1,0500000US12087,31398.0,24371.0,6110.0,65257.0,0500000US12087,57639.0,15202.0,,,0.0,15202.0,0.0
0500000US12089,90352.0,Nassau County,Florida,Small Metro Area,2018.0,0.83999997,13286.0,74.2,548.0,0500000US12089,32624.0,63913.0,23407.0,80146.0,0500000US12089,71032.0,56.3,3.5,0500000US12089,34249.0,25567.0,7216.0,71032.0,0500000US12089,65141.0,,,,0.0,0.0,0.0
0500000US12091,211668.0,Okaloosa County,Florida,Small Metro Area,2018.0,0.81799996,34194.0,70.0,967.0,0500000US12091,79570.0,63997.0,51819.0,75171.0,0500000US12091,165566.0,54.3,4.8,0500000US12091,77332.0,65187.0,13384.0,165566.0,0500000US12091,132839.0,13981.0,,,16368.0,13981.0,16368.0
0500000US12093,39644.0,Okeechobee County,Florida,Micro Area,2018.0,0.59600002,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12095,1429908.0,Orange County,Florida,Large Metro Area,2018.0,0.85399997,221106.0,59.3,3586.0,0500000US12095,458157.0,58588.0,298508.0,67012.0,0500000US12095,1107284.0,63.5,4.2,0500000US12095,500470.0,466312.0,64788.0,1107284.0,0500000US12095,721453.0,344282.0,62197.0,,320011.0,344282.0,382208.0
0500000US12097,388656.0,Osceola County,Florida,Medium Metro Area,2018.0,0.76800001,68181.0,69.5,2326.0,0500000US12097,102705.0,50546.0,72198.0,58867.0,0500000US12097,288757.0,60.7,6.1,0500000US12097,128965.0,119577.0,18351.0,288757.0,0500000US12097,208923.0,155496.0,8535.0,,59594.0,155496.0,68129.0
0500000US12099,1492191.0,Palm Beach County,Florida,Large Metro Area,2018.0,0.83100003,210870.0,64.8,2910.0,0500000US12099,552286.0,61691.0,337212.0,76753.0,0500000US12099,1237778.0,55.9,5.6,0500000US12099,534357.0,452874.0,182877.0,1237778.0,0500000US12099,932020.0,260354.0,34780.0,,268212.0,260354.0,302992.0
0500000US12101,561891.0,Pasco County,Florida,Medium Metro Area,2018.0,0.80300003,80435.0,69.4,1706.0,0500000US12101,205128.0,54208.0,131802.0,67776.0,0500000US12101,442985.0,50.5,5.7,0500000US12101,199521.0,163797.0,54751.0,442985.0,0500000US12101,387107.0,63901.0,,,23602.0,63901.0,23602.0
0500000US12103,959107.0,Pinellas County,Florida,Medium Metro Area,2018.0,0.80599999,115661.0,66.8,2400.0,0500000US12103,405892.0,52198.0,221744.0,71151.0,0500000US12103,836293.0,55.5,5.1,0500000US12103,375855.0,313675.0,111761.0,836293.0,0500000US12103,695137.0,74788.0,27368.0,,98258.0,74788.0,125626.0
0500000US12105,725046.0,Polk County,Florida,Medium Metro Area,2018.0,0.66600001,116842.0,75.2,3139.0,0500000US12105,241171.0,51670.0,166438.0,59360.0,0500000US12105,570169.0,53.3,5.0,0500000US12105,257482.0,214680.0,62280.0,570169.0,0500000US12105,445875.0,121056.0,,,100765.0,121056.0,100765.0
0500000US12107,73321.0,Putnam County,Florida,Small Metro Area,2018.0,0.67900002,12151.0,77.0,1375.0,0500000US12107,27927.0,41608.0,17301.0,53294.0,0500000US12107,60519.0,41.8,10.5,0500000US12107,28207.0,21833.0,6711.0,60519.0,0500000US12107,49294.0,,,,9715.0,0.0,9715.0
0500000US12109,273425.0,St. Johns County,Florida,Medium Metro Area,2018.0,0.86200005,44891.0,68.2,1592.0,0500000US12109,90109.0,80712.0,63627.0,100557.0,0500000US12109,205592.0,56.8,3.8,0500000US12109,91762.0,78059.0,20152.0,205592.0,0500000US12109,183788.0,,,,0.0,0.0,0.0
0500000US12111,329226.0,St. Lucie County,Florida,Medium Metro Area,2018.0,0.81999999,48975.0,67.6,1757.0,0500000US12111,118768.0,54098.0,81576.0,64682.0,0500000US12111,266241.0,50.6,5.7,0500000US12111,123491.0,94431.0,34521.0,266241.0,0500000US12111,198354.0,47529.0,,,49997.0,47529.0,49997.0
0500000US12113,188000.0,Santa Rosa County,Florida,Small Metro Area,2018.0,0.86399996,28777.0,65.9,1576.0,0500000US12113,63891.0,70787.0,50566.0,77578.0,0500000US12113,144746.0,54.4,5.3,0500000US12113,65272.0,60040.0,11047.0,144746.0,0500000US12113,124447.0,,,,0.0,0.0,0.0
0500000US12115,434006.0,Sarasota County,Florida,Medium Metro Area,2018.0,0.83600003,46675.0,72.5,1873.0,0500000US12115,183721.0,61683.0,112078.0,75495.0,0500000US12115,374772.0,47.6,3.3,0500000US12115,168481.0,112486.0,77731.0,374772.0,0500000US12115,345201.0,30292.0,6278.0,,0.0,30292.0,6278.0
0500000US12117,470856.0,Seminole County,Florida,Medium Metro Area,2018.0,0.89399999,71753.0,63.1,1888.0,0500000US12117,179274.0,67470.0,121209.0,81684.0,0500000US12117,381304.0,64.2,4.5,0500000US12117,173249.0,156018.0,29912.0,381304.0,0500000US12117,288695.0,79989.0,18080.0,,44996.0,79989.0,63076.0
0500000US12119,129752.0,Sumter County,Florida,Small Metro Area,2018.0,0.83700001,8048.0,70.8,1068.0,0500000US12119,62854.0,53895.0,40081.0,64332.0,0500000US12119,120634.0,24.4,2.8,0500000US12119,60942.0,26080.0,31009.0,120634.0,0500000US12119,109036.0,,,,0.0,0.0,0.0
0500000US12121,43474.0,Suwannee County,Florida,Micro Area,2018.0,0.75199997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12123,21796.0,Taylor County,Florida,Micro Area,2018.0,0.639,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12125,16147.0,Union County,Florida,Micro Area,2018.0,0.61500001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12127,553543.0,Volusia County,Florida,Medium Metro Area,2018.0,0.77900004,73713.0,64.9,1531.0,0500000US12127,218423.0,50361.0,131946.0,62520.0,0500000US12127,464214.0,50.7,4.4,0500000US12127,208784.0,170589.0,58603.0,464214.0,0500000US12127,380935.0,60840.0,,,67254.0,60840.0,67254.0
0500000US12129,33764.0,Wakulla County,Florida,Micro Area,2018.0,0.76300001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US12131,75305.0,Walton County,Florida,Small Metro Area,2018.0,0.79899997,11301.0,78.8,836.0,0500000US12131,28770.0,62914.0,19893.0,77399.0,0500000US12131,,,,,,,,,0500000US12131,52067.0,,,,0.0,0.0,0.0
0500000US12133,25318.0,Washington County,Florida,Micro Area,2018.0,0.727,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13001,18444.0,Appling County,Georgia,Micro Area,2018.0,0.57799995,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13003,8286.0,Atkinson County,Georgia,Rural Area,2018.0,0.55399996,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13005,11140.0,Bacon County,Georgia,Micro Area,2018.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13007,2876.0,Baker County,Georgia,Rural Area,2018.0,0.48199999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13009,43799.0,Baldwin County,Georgia,Micro Area,2018.0,0.70500004,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13011,18035.0,Banks County,Georgia,Micro Area,2018.0,0.64300001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13013,83505.0,Barrow County,Georgia,Small Metro Area,2018.0,0.81200004,15111.0,76.8,950.0,0500000US13013,27525.0,61225.0,21369.0,73223.0,0500000US13013,62605.0,62.7,5.2,0500000US13013,28470.0,25976.0,3586.0,62605.0,0500000US13013,49843.0,,,,0.0,0.0,0.0
0500000US13015,108901.0,Bartow County,Georgia,Small Metro Area,2018.0,0.796,18792.0,78.8,1074.0,0500000US13015,35506.0,57380.0,26858.0,67558.0,0500000US13015,84076.0,59.3,5.7,0500000US13015,37399.0,35634.0,5059.0,84076.0,0500000US13015,71050.0,,,,0.0,0.0,0.0
0500000US13017,17194.0,Ben Hill County,Georgia,Micro Area,2018.0,0.55800003,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13019,18160.0,Berrien County,Georgia,Micro Area,2018.0,0.59799999,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13021,157346.0,Bibb County,Georgia,Small Metro Area,2018.0,0.71600002,27595.0,65.7,1000.0,0500000US13021,57905.0,40495.0,34437.0,55071.0,0500000US13021,120473.0,53.1,8.6,0500000US13021,52315.0,49456.0,9704.0,120473.0,0500000US13021,51909.0,,,,62888.0,0.0,62888.0
0500000US13023,12583.0,Bleckley County,Georgia,Micro Area,2018.0,0.64599997,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13025,18021.0,Brantley County,Georgia,Micro Area,2018.0,0.61500001,,,,,,,,,,,,,,,,,,,,,,,,,
0500000US13027,16301.0,Brooks County,Georgia,Micro Area,2018.0,0.66499996,,,,,,,,,,,,,,,,,,,,,,,,,
